typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productID,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
1400mm 'Jolt' Artillery I Blueprint,21562,Projectile Weapon Blueprint,60,NULL,1,2700,1,1400mm 'Jolt' Artillery I,21561,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Large
1200mm Artillery Cannon I Blueprint,832,Projectile Weapon Blueprint,60,12000000,1,2700,1,1200mm Artillery Cannon I,497,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Large
1400mm Howitzer Artillery I Blueprint,833,Projectile Weapon Blueprint,60,15000000,1,2700,1,1400mm Howitzer Artillery I,498,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Large
650mm Artillery Cannon I Blueprint,827,Projectile Weapon Blueprint,100,1200000,1,1800,1,650mm Artillery Cannon I,492,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Medium
720mm Howitzer Artillery I Blueprint,828,Projectile Weapon Blueprint,100,1500000,1,1800,1,720mm Howitzer Artillery I,493,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Medium
650mm Artillery Cannon II Blueprint,2922,Projectile Weapon Blueprint,10,10000000000,1,4680,1,650mm Artillery Cannon II,2921,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Medium
720mm Howitzer Artillery II Blueprint,2970,Projectile Weapon Blueprint,10,10000000000,1,4680,1,720mm Howitzer Artillery II,2969,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Medium
650mm Medium 'Jolt' Artillery I Blueprint,21554,Projectile Weapon Blueprint,100,NULL,1,1800,1,650mm Medium 'Jolt' Artillery I,21553,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Medium
720mm 'Jolt' Artillery I Blueprint,21556,Projectile Weapon Blueprint,100,NULL,1,1800,1,720mm 'Jolt' Artillery I,21555,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Medium
250mm Light 'Jolt' Artillery I Blueprint,21548,Projectile Weapon Blueprint,200,NULL,1,900,1,250mm Light 'Jolt' Artillery I,21547,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Small
280mm 'Jolt' Artillery I Blueprint,21550,Projectile Weapon Blueprint,200,NULL,1,900,1,280mm 'Jolt' Artillery I,21549,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Small
250mm Light Artillery Cannon I Blueprint,822,Projectile Weapon Blueprint,200,120000,1,900,1,250mm Light Artillery Cannon I,487,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Small
280mm Howitzer Artillery I Blueprint,823,Projectile Weapon Blueprint,200,150000,1,900,1,280mm Howitzer Artillery I,488,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Small
250mm Light Artillery Cannon II Blueprint,2906,Projectile Weapon Blueprint,10,10000000000,1,2340,1,250mm Light Artillery Cannon II,2905,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Small
280mm Howitzer Artillery II Blueprint,2978,Projectile Weapon Blueprint,10,10000000000,1,2340,1,280mm Howitzer Artillery II,2977,Ship Equipment,Turrets & Launchers,Projectile Turrets,Artillery Cannons,Small
CONCORD Hexa 2500mm Repeating Cannon Blueprint,3574,Projectile Weapon Blueprint,5,32694870,1,36000,1,CONCORD Hexa 2500mm Repeating Cannon,3573,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Hexa 2500mm Repeating Cannon I Blueprint,20453,Projectile Weapon Blueprint,5,32694870,1,36000,1,Hexa 2500mm Repeating Cannon I,20452,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Scout Scoped Quad 800mm Repeating Cannon Blueprint,41095,Projectile Weapon Blueprint,5,68000000,1,36000,1,Scout Scoped Quad 800mm Repeating Cannon,41081,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Prototype Precise Quad 800mm Repeating Cannon Blueprint,41096,Projectile Weapon Blueprint,5,68000000,1,36000,1,Prototype Precise Quad 800mm Repeating Cannon,41082,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Quad 800mm Repeating Cannon II Blueprint,41097,Projectile Weapon Blueprint,5,32694870,1,36000,1,Quad 800mm Repeating Cannon II,37304,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Domination Quad 800mm Repeating Cannon Blueprint,41098,Projectile Weapon Blueprint,5,32694870,1,36000,1,Domination Quad 800mm Repeating Cannon,41083,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Carbine Compact Hexa 2500mm Repeating Cannon Blueprint,41161,Projectile Weapon Blueprint,5,65300000,1,36000,1,Carbine Compact Hexa 2500mm Repeating Cannon,41150,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Gallium Ample Hexa 2500mm Repeating Cannon Blueprint,41162,Projectile Weapon Blueprint,5,65300000,1,36000,1,Gallium Ample Hexa 2500mm Repeating Cannon,41151,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Scout Scoped Hexa 2500mm Repeating Cannon Blueprint,41163,Projectile Weapon Blueprint,5,65300000,1,36000,1,Scout Scoped Hexa 2500mm Repeating Cannon,41152,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Prototype Precise Hexa 2500mm Repeating Cannon Blueprint,41165,Projectile Weapon Blueprint,5,65300000,1,36000,1,Prototype Precise Hexa 2500mm Repeating Cannon,41153,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Hexa 2500mm Repeating Cannon II Blueprint,41166,Projectile Weapon Blueprint,5,32694870,1,36000,1,Hexa 2500mm Repeating Cannon II,37306,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Domination Hexa 2500mm Repeating Cannon Blueprint,41167,Projectile Weapon Blueprint,5,32694870,1,36000,1,Domination Hexa 2500mm Repeating Cannon,41154,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Quad 800mm Repeating Cannon I Blueprint,41092,Projectile Weapon Blueprint,5,34000000,1,36000,1,Quad 800mm Repeating Cannon I,37289,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Compact Carbine Quad 800mm Repeating Cannon Blueprint,41093,Projectile Weapon Blueprint,5,68000000,1,36000,1,Compact Carbine Quad 800mm Repeating Cannon,37305,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Ample Gallium Quad 800mm Repeating Cannon Blueprint,41094,Projectile Weapon Blueprint,5,68000000,1,36000,1,Ample Gallium Quad 800mm Repeating Cannon,41080,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Extra Large
Polarized 800mm Repeating Cannon Blueprint,34289,Projectile Weapon Blueprint,10,NULL,1,7020,1,Polarized 800mm Repeating Cannon,34288,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Large
800mm Heavy 'Jolt' Repeating Cannon I Blueprint,21558,Projectile Weapon Blueprint,60,NULL,1,2700,1,800mm Heavy 'Jolt' Repeating Cannon I,21557,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Large
Dual 425mm AutoCannon II Blueprint,2946,Projectile Weapon Blueprint,10,10000000000,1,7020,1,Dual 425mm AutoCannon II,2945,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Large
Dual 650mm Repeating Cannon II Blueprint,2954,Projectile Weapon Blueprint,10,10000000000,1,7020,1,Dual 650mm Repeating Cannon II,2953,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Large
800mm Repeating Cannon II Blueprint,16029,Projectile Weapon Blueprint,10,10000000000,1,7020,1,800mm Repeating Cannon II,2929,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Large
Dual 425mm AutoCannon I Blueprint,829,Projectile Weapon Blueprint,60,2000000,1,2700,1,Dual 425mm AutoCannon I,494,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Large
Dual 650mm Repeating Cannon I Blueprint,830,Projectile Weapon Blueprint,60,6000000,1,2700,1,Dual 650mm Repeating Cannon I,495,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Large
800mm Repeating Cannon I Blueprint,831,Projectile Weapon Blueprint,60,9000000,1,2700,1,800mm Repeating Cannon I,496,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Large
Dual 180mm AutoCannon I Blueprint,824,Projectile Weapon Blueprint,100,200000,1,1800,1,Dual 180mm AutoCannon I,489,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Medium
220mm Vulcan AutoCannon I Blueprint,825,Projectile Weapon Blueprint,100,600000,1,1800,1,220mm Vulcan AutoCannon I,490,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Medium
425mm AutoCannon I Blueprint,826,Projectile Weapon Blueprint,100,900000,1,1800,1,425mm AutoCannon I,491,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Medium
220mm Vulcan AutoCannon II Blueprint,2898,Projectile Weapon Blueprint,10,10000000000,1,4680,1,220mm Vulcan AutoCannon II,2897,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Medium
425mm AutoCannon II Blueprint,2914,Projectile Weapon Blueprint,10,10000000000,1,4680,1,425mm AutoCannon II,2913,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Medium
Dual 180mm AutoCannon II Blueprint,2938,Projectile Weapon Blueprint,10,10000000000,1,4680,1,Dual 180mm AutoCannon II,2937,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Medium
425mm Medium 'Jolt' Autocannon I Blueprint,21552,Projectile Weapon Blueprint,100,NULL,1,1800,1,425mm Medium 'Jolt' Autocannon I,21551,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Medium
Polarized 425mm AutoCannon Blueprint,34287,Projectile Weapon Blueprint,10,9999999,1,4680,1,Polarized 425mm AutoCannon,34286,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Medium
Polarized 200mm AutoCannon Blueprint,34285,Projectile Weapon Blueprint,10,9999999,1,2340,1,Polarized 200mm AutoCannon,34284,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Small
200mm Light 'Jolt' Autocannon I Blueprint,21546,Projectile Weapon Blueprint,200,NULL,1,900,1,200mm Light 'Jolt' Autocannon I,21545,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Small
125mm Gatling AutoCannon II Blueprint,2874,Projectile Weapon Blueprint,10,10000000000,1,2340,1,125mm Gatling AutoCannon II,2873,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Small
200mm AutoCannon II Blueprint,2890,Projectile Weapon Blueprint,10,10000000000,1,2340,1,200mm AutoCannon II,2889,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Small
125mm Gatling AutoCannon I Blueprint,819,Projectile Weapon Blueprint,200,20000,1,900,1,125mm Gatling AutoCannon I,484,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Small
150mm Light AutoCannon I Blueprint,820,Projectile Weapon Blueprint,200,60000,1,900,1,150mm Light AutoCannon I,485,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Small
200mm AutoCannon I Blueprint,821,Projectile Weapon Blueprint,200,90000,1,900,1,200mm AutoCannon I,486,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Small
150mm Light AutoCannon II Blueprint,16032,Projectile Weapon Blueprint,10,10000000000,1,2340,1,150mm Light AutoCannon II,2881,Ship Equipment,Turrets & Launchers,Projectile Turrets,Autocannons,Small
Absolution Blueprint,22449,Battlecruiser Blueprint,1,50000000000,1,300000,1,Absolution,22448,Ships,Battlecruisers,Advanced Battlecruisers,Command Ships,Amarr
Damnation Blueprint,22475,Battlecruiser Blueprint,1,50000000000,1,300000,1,Damnation,22474,Ships,Battlecruisers,Advanced Battlecruisers,Command Ships,Amarr
Vulture Blueprint,22447,Battlecruiser Blueprint,1,50000000000,1,300000,1,Vulture,22446,Ships,Battlecruisers,Advanced Battlecruisers,Command Ships,Caldari
Nighthawk Blueprint,22471,Battlecruiser Blueprint,1,50000000000,1,300000,1,Nighthawk,22470,Ships,Battlecruisers,Advanced Battlecruisers,Command Ships,Caldari
Eos Blueprint,22443,Battlecruiser Blueprint,1,50000000000,1,300000,1,Eos,22442,Ships,Battlecruisers,Advanced Battlecruisers,Command Ships,Gallente
Astarte Blueprint,22467,Battlecruiser Blueprint,1,50000000000,1,300000,1,Astarte,22466,Ships,Battlecruisers,Advanced Battlecruisers,Command Ships,Gallente
Sleipnir Blueprint,22445,Battlecruiser Blueprint,1,50000000000,1,300000,1,Sleipnir,22444,Ships,Battlecruisers,Advanced Battlecruisers,Command Ships,Minmatar
Claymore Blueprint,22469,Battlecruiser Blueprint,1,50000000000,1,300000,1,Claymore,22468,Ships,Battlecruisers,Advanced Battlecruisers,Command Ships,Minmatar
Redeemer Blueprint,22429,Battleship Blueprint,1,NULL,1,360000,1,Redeemer,22428,Ships,Battleships,Advanced Battleships,Black Ops,Amarr
Widow Blueprint,22437,Battleship Blueprint,1,NULL,1,360000,1,Widow,22436,Ships,Battleships,Advanced Battleships,Black Ops,Caldari
Sin Blueprint,22431,Battleship Blueprint,1,NULL,1,360000,1,Sin,22430,Ships,Battleships,Advanced Battleships,Black Ops,Gallente
Panther Blueprint,22441,Battleship Blueprint,1,NULL,1,360000,1,Panther,22440,Ships,Battleships,Advanced Battleships,Black Ops,Minmatar
Paladin Blueprint,28660,Battleship Blueprint,1,1800000000,1,360000,1,Paladin,28659,Ships,Battleships,Advanced Battleships,Marauders,Amarr
Golem Blueprint,28711,Battleship Blueprint,1,1650000000,1,360000,1,Golem,28710,Ships,Battleships,Advanced Battleships,Marauders,Caldari
Kronos Blueprint,28662,Battleship Blueprint,1,1760000000,1,360000,1,Kronos,28661,Ships,Battleships,Advanced Battleships,Marauders,Gallente
Vargur Blueprint,28666,Battleship Blueprint,1,1450000000,1,360000,1,Vargur,28665,Ships,Battleships,Advanced Battleships,Marauders,Minmatar
Monitor Blueprint,45535,Cruiser Blueprint,1,60000000,1,300000,1,Monitor,45534,Ships,Cruisers,Advanced Cruisers,Flag Cruisers,CONCORD
Zealot Blueprint,12004,Cruiser Blueprint,1,50000000000,1,240000,1,Zealot,12003,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Amarr
Sacrilege Blueprint,12020,Cruiser Blueprint,1,50000000000,1,240000,1,Sacrilege,12019,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Amarr
Cerberus Blueprint,11994,Cruiser Blueprint,1,50000000000,1,240000,1,Cerberus,11993,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Caldari
Eagle Blueprint,12012,Cruiser Blueprint,1,50000000000,1,240000,1,Eagle,12011,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Caldari
Ishtar Blueprint,12006,Cruiser Blueprint,1,50000000000,1,240000,1,Ishtar,12005,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Gallente
Deimos Blueprint,12024,Cruiser Blueprint,1,50000000000,1,240000,1,Deimos,12023,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Gallente
Vagabond Blueprint,12000,Cruiser Blueprint,1,50000000000,1,240000,1,Vagabond,11999,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Minmatar
Muninn Blueprint,12016,Cruiser Blueprint,1,50000000000,1,240000,1,Muninn,12015,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Minmatar
Ikitursa Blueprint,52253,Cruiser Blueprint,1,50000000000,1,240000,1,Ikitursa,52252,Ships,Cruisers,Advanced Cruisers,Heavy Assault Cruisers,Triglavian
Devoter Blueprint,12018,Cruiser Blueprint,1,NULL,1,240000,1,Devoter,12017,Ships,Cruisers,Advanced Cruisers,Heavy Interdiction Cruisers,Amarr
Onyx Blueprint,11996,Cruiser Blueprint,1,NULL,1,240000,1,Onyx,11995,Ships,Cruisers,Advanced Cruisers,Heavy Interdiction Cruisers,Caldari
Phobos Blueprint,12022,Cruiser Blueprint,1,NULL,1,240000,1,Phobos,12021,Ships,Cruisers,Advanced Cruisers,Heavy Interdiction Cruisers,Gallente
Broadsword Blueprint,12014,Cruiser Blueprint,1,NULL,1,240000,1,Broadsword,12013,Ships,Cruisers,Advanced Cruisers,Heavy Interdiction Cruisers,Minmatar
Guardian Blueprint,11988,Cruiser Blueprint,1,50000000000,1,240000,1,Guardian,11987,Ships,Cruisers,Advanced Cruisers,Logistics,Amarr
Basilisk Blueprint,11986,Cruiser Blueprint,1,50000000000,1,240000,1,Basilisk,11985,Ships,Cruisers,Advanced Cruisers,Logistics,Caldari
Oneiros Blueprint,11990,Cruiser Blueprint,1,50000000000,1,240000,1,Oneiros,11989,Ships,Cruisers,Advanced Cruisers,Logistics,Gallente
Scimitar Blueprint,11979,Cruiser Blueprint,1,50000000000,1,240000,1,Scimitar,11978,Ships,Cruisers,Advanced Cruisers,Logistics,Minmatar
Zarmazd Blueprint,49717,Cruiser Blueprint,1,50000000000,1,240000,1,Zarmazd,49713,Ships,Cruisers,Advanced Cruisers,Logistics,Triglavian
Pilgrim Blueprint,11966,Cruiser Blueprint,1,50000000000,1,240000,1,Pilgrim,11965,Ships,Cruisers,Advanced Cruisers,Recon Ships,Amarr
Curse Blueprint,20126,Cruiser Blueprint,1,50000000000,1,240000,1,Curse,20125,Ships,Cruisers,Advanced Cruisers,Recon Ships,Amarr
Falcon Blueprint,11958,Cruiser Blueprint,1,50000000000,1,240000,1,Falcon,11957,Ships,Cruisers,Advanced Cruisers,Recon Ships,Caldari
Rook Blueprint,11960,Cruiser Blueprint,1,50000000000,1,240000,1,Rook,11959,Ships,Cruisers,Advanced Cruisers,Recon Ships,Caldari
Arazu Blueprint,11970,Cruiser Blueprint,1,50000000000,1,240000,1,Arazu,11969,Ships,Cruisers,Advanced Cruisers,Recon Ships,Gallente
Lachesis Blueprint,11972,Cruiser Blueprint,1,50000000000,1,240000,1,Lachesis,11971,Ships,Cruisers,Advanced Cruisers,Recon Ships,Gallente
Huginn Blueprint,11962,Cruiser Blueprint,1,50000000000,1,240000,1,Huginn,11961,Ships,Cruisers,Advanced Cruisers,Recon Ships,Minmatar
Rapier Blueprint,11964,Cruiser Blueprint,1,50000000000,1,240000,1,Rapier,11963,Ships,Cruisers,Advanced Cruisers,Recon Ships,Minmatar
Legion Blueprint,29987,Strategic Cruiser Blueprints,1,45275000,1,300000,1,Legion,29986,Ships,Cruisers,Advanced Cruisers,Strategic Cruisers,Amarr
Tengu Blueprint,29985,Strategic Cruiser Blueprints,1,45600000,1,300000,1,Tengu,29984,Ships,Cruisers,Advanced Cruisers,Strategic Cruisers,Caldari
Proteus Blueprint,29989,Strategic Cruiser Blueprints,1,43775000,1,300000,1,Proteus,29988,Ships,Cruisers,Advanced Cruisers,Strategic Cruisers,Gallente
Loki Blueprint,29991,Strategic Cruiser Blueprints,1,44500000,1,300000,1,Loki,29990,Ships,Cruisers,Advanced Cruisers,Strategic Cruisers,Minmatar
Pontifex Blueprint,37618,Command Destroyer Blueprint,1,4000000,1,180000,1,Pontifex,37481,Ships,Destroyers,Advanced Destroyers,Command Destroyers,Amarr
Stork Blueprint,37617,Command Destroyer Blueprint,1,4000000,1,180000,1,Stork,37482,Ships,Destroyers,Advanced Destroyers,Command Destroyers,Caldari
Magus Blueprint,37619,Command Destroyer Blueprint,1,4000000,1,180000,1,Magus,37483,Ships,Destroyers,Advanced Destroyers,Command Destroyers,Gallente
Bifrost Blueprint,37620,Command Destroyer Blueprint,1,4000000,1,180000,1,Bifrost,37480,Ships,Destroyers,Advanced Destroyers,Command Destroyers,Minmatar
Draugur Blueprint,52255,Command Destroyer Blueprint,1,50000000000,1,180000,1,Draugur,52254,Ships,Destroyers,Advanced Destroyers,Command Destroyers,Triglavian
Heretic Blueprint,22453,Destroyer Blueprint,1,50000000000,1,180000,1,Heretic,22452,Ships,Destroyers,Advanced Destroyers,Interdictors,Amarr
Flycatcher Blueprint,22465,Destroyer Blueprint,1,50000000000,1,180000,1,Flycatcher,22464,Ships,Destroyers,Advanced Destroyers,Interdictors,Caldari
Eris Blueprint,22461,Destroyer Blueprint,1,50000000000,1,180000,1,Eris,22460,Ships,Destroyers,Advanced Destroyers,Interdictors,Gallente
Sabre Blueprint,22457,Destroyer Blueprint,1,50000000000,1,180000,1,Sabre,22456,Ships,Destroyers,Advanced Destroyers,Interdictors,Minmatar
Confessor Blueprint,34318,Tactical Destroyer Blueprint,1,40000000,1,180000,1,Confessor,34317,Ships,Destroyers,Advanced Destroyers,Tactical Destroyers,Amarr
Jackdaw Blueprint,34829,Tactical Destroyer Blueprint,1,40000000,1,180000,1,Jackdaw,34828,Ships,Destroyers,Advanced Destroyers,Tactical Destroyers,Caldari
Hecate Blueprint,35684,Tactical Destroyer Blueprint,1,40000000,1,180000,1,Hecate,35683,Ships,Destroyers,Advanced Destroyers,Tactical Destroyers,Gallente
Svipul Blueprint,34563,Tactical Destroyer Blueprint,1,40000000,1,180000,1,Svipul,34562,Ships,Destroyers,Advanced Destroyers,Tactical Destroyers,Minmatar
Vengeance Blueprint,11366,Frigate Blueprint,1,50000000000,1,120000,1,Vengeance,11365,Ships,Frigates,Advanced Frigates,Assault Frigates,Amarr
Retribution Blueprint,11394,Frigate Blueprint,1,50000000000,1,120000,1,Retribution,11393,Ships,Frigates,Advanced Frigates,Assault Frigates,Amarr
Hawk Blueprint,11380,Frigate Blueprint,1,50000000000,1,120000,1,Hawk,11379,Ships,Frigates,Advanced Frigates,Assault Frigates,Caldari
Harpy Blueprint,11382,Frigate Blueprint,1,50000000000,1,120000,1,Harpy,11381,Ships,Frigates,Advanced Frigates,Assault Frigates,Caldari
Ishkur Blueprint,12043,Frigate Blueprint,1,50000000000,1,120000,1,Ishkur,12042,Ships,Frigates,Advanced Frigates,Assault Frigates,Gallente
Enyo Blueprint,12045,Frigate Blueprint,1,50000000000,1,120000,1,Enyo,12044,Ships,Frigates,Advanced Frigates,Assault Frigates,Gallente
Wolf Blueprint,11372,Frigate Blueprint,1,50000000000,1,120000,1,Wolf,11371,Ships,Frigates,Advanced Frigates,Assault Frigates,Minmatar
Jaguar Blueprint,11401,Frigate Blueprint,1,50000000000,1,120000,1,Jaguar,11400,Ships,Frigates,Advanced Frigates,Assault Frigates,Minmatar
Nergal Blueprint,52251,Frigate Blueprint,1,50000000000,1,120000,1,Nergal,52250,Ships,Frigates,Advanced Frigates,Assault Frigates,Triglavian
Purifier Blueprint,12041,Frigate Blueprint,1,50000000000,1,120000,1,Purifier,12038,Ships,Frigates,Advanced Frigates,Covert Ops,Amarr
Anathema Blueprint,11189,Frigate Blueprint,1,50000000000,1,120000,1,Anathema,11188,Ships,Frigates,Advanced Frigates,Covert Ops,Amarr
Buzzard Blueprint,11193,Frigate Blueprint,1,50000000000,1,120000,1,Buzzard,11192,Ships,Frigates,Advanced Frigates,Covert Ops,Caldari
Manticore Blueprint,12031,Frigate Blueprint,1,50000000000,1,120000,1,Manticore,12032,Ships,Frigates,Advanced Frigates,Covert Ops,Caldari
Nemesis Blueprint,11378,Frigate Blueprint,1,50000000000,1,120000,1,Nemesis,11377,Ships,Frigates,Advanced Frigates,Covert Ops,Gallente
Helios Blueprint,11173,Frigate Blueprint,1,50000000000,1,120000,1,Helios,11172,Ships,Frigates,Advanced Frigates,Covert Ops,Gallente
Cheetah Blueprint,11183,Frigate Blueprint,1,50000000000,1,120000,1,Cheetah,11182,Ships,Frigates,Advanced Frigates,Covert Ops,Minmatar
Hound Blueprint,12035,Frigate Blueprint,1,50000000000,1,120000,1,Hound,12034,Ships,Frigates,Advanced Frigates,Covert Ops,Minmatar
Sentinel Blueprint,11191,Frigate Blueprint,1,1500000,1,120000,1,Sentinel,11190,Ships,Frigates,Advanced Frigates,Electronic Attack Frigates,Amarr
Kitsune Blueprint,11195,Frigate Blueprint,1,1600000,1,120000,1,Kitsune,11194,Ships,Frigates,Advanced Frigates,Electronic Attack Frigates,Caldari
Keres Blueprint,11175,Frigate Blueprint,1,1800000,1,120000,1,Keres,11174,Ships,Frigates,Advanced Frigates,Electronic Attack Frigates,Gallente
Hyena Blueprint,11388,Frigate Blueprint,1,1500000,1,120000,1,Hyena,11387,Ships,Frigates,Advanced Frigates,Electronic Attack Frigates,Minmatar
Crusader Blueprint,11185,Frigate Blueprint,1,50000000000,1,120000,1,Crusader,11184,Ships,Frigates,Advanced Frigates,Interceptors,Amarr
Malediction Blueprint,11187,Frigate Blueprint,1,50000000000,1,120000,1,Malediction,11186,Ships,Frigates,Advanced Frigates,Interceptors,Amarr
Crow Blueprint,11177,Frigate Blueprint,1,50000000000,1,120000,1,Crow,11176,Ships,Frigates,Advanced Frigates,Interceptors,Caldari
Raptor Blueprint,11179,Frigate Blueprint,1,50000000000,1,120000,1,Raptor,11178,Ships,Frigates,Advanced Frigates,Interceptors,Caldari
Taranis Blueprint,11201,Frigate Blueprint,1,50000000000,1,120000,1,Taranis,11200,Ships,Frigates,Advanced Frigates,Interceptors,Gallente
Ares Blueprint,11203,Frigate Blueprint,1,50000000000,1,120000,1,Ares,11202,Ships,Frigates,Advanced Frigates,Interceptors,Gallente
Claw Blueprint,11197,Frigate Blueprint,1,50000000000,1,120000,1,Claw,11196,Ships,Frigates,Advanced Frigates,Interceptors,Minmatar
Stiletto Blueprint,11199,Frigate Blueprint,1,50000000000,1,120000,1,Stiletto,11198,Ships,Frigates,Advanced Frigates,Interceptors,Minmatar
Deacon Blueprint,39580,Frigate Blueprint,1,NULL,1,120000,1,Deacon,37457,Ships,Frigates,Advanced Frigates,Logistics Frigates,Amarr
Kirin Blueprint,39581,Frigate Blueprint,1,NULL,1,120000,1,Kirin,37458,Ships,Frigates,Advanced Frigates,Logistics Frigates,Caldari
Thalia Blueprint,40301,Frigate Blueprint,1,NULL,1,120000,1,Thalia,37459,Ships,Frigates,Advanced Frigates,Logistics Frigates,Gallente
Scalpel Blueprint,40302,Frigate Blueprint,1,NULL,1,120000,1,Scalpel,37460,Ships,Frigates,Advanced Frigates,Logistics Frigates,Minmatar
Prorator Blueprint,12734,Elite Industrial Blueprint,1,50000000000,1,240000,1,Prorator,12733,Ships,Industrial Ships,Advanced Industrial Ships,Transport Ships,Amarr
Impel Blueprint,12754,Elite Industrial Blueprint,1,50000000000,1,240000,1,Impel,12753,Ships,Industrial Ships,Advanced Industrial Ships,Transport Ships,Amarr
Crane Blueprint,12730,Elite Industrial Blueprint,1,50000000000,1,240000,1,Crane,12729,Ships,Industrial Ships,Advanced Industrial Ships,Transport Ships,Caldari
Bustard Blueprint,12732,Elite Industrial Blueprint,1,50000000000,1,240000,1,Bustard,12731,Ships,Industrial Ships,Advanced Industrial Ships,Transport Ships,Caldari
Viator Blueprint,12744,Elite Industrial Blueprint,1,50000000000,1,240000,1,Viator,12743,Ships,Industrial Ships,Advanced Industrial Ships,Transport Ships,Gallente
Occator Blueprint,12746,Elite Industrial Blueprint,1,50000000000,1,240000,1,Occator,12745,Ships,Industrial Ships,Advanced Industrial Ships,Transport Ships,Gallente
Prowler Blueprint,12736,Elite Industrial Blueprint,1,50000000000,1,240000,1,Prowler,12735,Ships,Industrial Ships,Advanced Industrial Ships,Transport Ships,Minmatar
