typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
"Arbalest Compact Rapid Torpedo Launcher Blueprint",41226,"Missile Launcher Blueprint",5,9740000.0000,1,36000,1,"Arbalest Compact Rapid Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rapid Torpedo Launchers"
"TE-2100 Ample Rapid Torpedo Launcher Blueprint",41227,"Missile Launcher Blueprint",5,9740000.0000,1,36000,1,"TE-2100 Ample Rapid Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rapid Torpedo Launchers"
"Rapid Torpedo Launcher II Blueprint",41228,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"Rapid Torpedo Launcher II",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rapid Torpedo Launchers"
"Dread Guristas Rapid Torpedo Launcher Blueprint",41229,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"Dread Guristas Rapid Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rapid Torpedo Launchers"
"Polarized Rocket Launcher Blueprint",34291,"Missile Launcher Blueprint",10,9999999.0000,1,2340,1,"Polarized Rocket Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rocket Launchers"
"Khanid Navy Rocket Launcher Blueprint",28512,"Missile Launcher Blueprint",200,NULL,1,900,1,"Khanid Navy Rocket Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rocket Launchers"
"'Balefire' Rocket Launcher Blueprint",20594,"Missile Launcher Blueprint",200,NULL,1,900,1,"'Balefire' Rocket Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rocket Launchers"
"N-1 Neon Type Rocket Bay Blueprint",21543,"Missile Launcher Blueprint",200,NULL,1,900,1,"N-1 Neon Type Rocket Bay",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rocket Launchers"
"Rocket Launcher I Blueprint",10630,"Missile Launcher Blueprint",200,30000.0000,1,900,1,"Rocket Launcher I",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rocket Launchers"
"Rocket Launcher II Blueprint",10632,"Missile Launcher Blueprint",10,10000000000.0000,1,2340,1,"Rocket Launcher II",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rocket Launchers"
"Caldari Navy Rocket Launcher Blueprint",16066,"Missile Launcher Blueprint",200,NULL,1,900,1,"Caldari Navy Rocket Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rocket Launchers"
"Republic Fleet Rocket Launcher Blueprint",17489,"Missile Launcher Blueprint",200,NULL,1,900,1,"Republic Fleet Rocket Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Rocket Launchers"
"Torpedo Launcher I Blueprint",790,"Missile Launcher Blueprint",60,999960.0000,1,2700,1,"Torpedo Launcher I",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Torpedo Launchers"
"Torpedo Launcher II Blueprint",2421,"Missile Launcher Blueprint",10,10000000000.0000,1,7020,1,"Torpedo Launcher II",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Torpedo Launchers"
"'Barrage' Torpedo Launcher Blueprint",20604,"Missile Launcher Blueprint",60,NULL,1,2700,1,"'Barrage' Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Torpedo Launchers"
"Polarized Torpedo Launcher Blueprint",34295,"Missile Launcher Blueprint",10,9999999.0000,1,7020,1,"Polarized Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","Torpedo Launchers"
"XL Cruise Missile Launcher I Blueprint",32445,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"XL Cruise Missile Launcher I",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"Arbalest Compact XL Cruise Missile Launcher Blueprint",41177,"Missile Launcher Blueprint",5,108700000.0000,1,36000,1,"Arbalest Compact XL Cruise Missile Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"TE-2100 Ample XL Cruise Missile Launcher Blueprint",41178,"Missile Launcher Blueprint",5,108700000.0000,1,36000,1,"TE-2100 Ample XL Cruise Missile Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"Dread Guristas XL Cruise Missile Launcher Blueprint",41179,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"Dread Guristas XL Cruise Missile Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"Arbalest Compact XL Torpedo Launcher Blueprint",41183,"Missile Launcher Blueprint",5,108740000.0000,1,36000,1,"Arbalest Compact XL Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"TE-2100 Ample XL Torpedo Launcher Blueprint",41184,"Missile Launcher Blueprint",5,108740000.0000,1,36000,1,"TE-2100 Ample XL Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"Dread Guristas XL Torpedo Launcher Blueprint",41185,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"Dread Guristas XL Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"XL Cruise Missile Launcher II Blueprint",41187,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"XL Cruise Missile Launcher II",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"XL Torpedo Launcher II Blueprint",41190,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"XL Torpedo Launcher II",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"XL Torpedo Launcher I Blueprint",20540,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"XL Torpedo Launcher I",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"CONCORD XL Cruise Missile Launcher Blueprint",3564,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"CONCORD XL Cruise Missile Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"CONCORD XL Torpedo Launcher Blueprint",3570,"Missile Launcher Blueprint",5,54371388.0000,1,36000,1,"CONCORD XL Torpedo Launcher",NULL,"Ship Equipment","Turrets & Launchers","Missile Launchers","XL Launchers"
"'Judgment' Electromagnetic Doomsday Blueprint",24551,"Super Weapon Blueprint",2,240727880.0000,1,72000,1,"'Judgment' Electromagnetic Doomsday",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Amarr
"Amarr Phenomena Generator Blueprint",43659,"Command Burst Blueprint",3,300000000.0000,1,54000,1,"Amarr Phenomena Generator",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Amarr
"'Holy Destiny' Electromagnetic Lance Blueprint",41445,"Super Weapon Blueprint",2,300000000.0000,1,72000,1,"'Holy Destiny' Electromagnetic Lance",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Amarr
"'Divine Harvest' Electromagnetic Reaper Blueprint",41452,"Super Weapon Blueprint",2,300000000.0000,1,72000,1,"'Divine Harvest' Electromagnetic Reaper",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Amarr
"'Iron Pike' Kinetic Lance Blueprint",41446,"Super Weapon Blueprint",2,300000000.0000,1,72000,1,"'Iron Pike' Kinetic Lance",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Caldari
"'Cold Wind' Kinetic Reaper Blueprint",41449,"Super Weapon Blueprint",2,300000000.0000,1,72000,1,"'Cold Wind' Kinetic Reaper",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Caldari
"'Oblivion' Kinetic Doomsday Blueprint",24553,"Super Weapon Blueprint",2,240947786.0000,1,72000,1,"'Oblivion' Kinetic Doomsday",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Caldari
"Caldari Phenomena Generator Blueprint",43661,"Command Burst Blueprint",3,300000000.0000,1,54000,1,"Caldari Phenomena Generator",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Caldari
"Gallente Phenomena Generator Blueprint",43663,"Command Burst Blueprint",3,300000000.0000,1,54000,1,"Gallente Phenomena Generator",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Gallente
"'Phalarica' Thermal Lance Blueprint",41447,"Super Weapon Blueprint",2,300000000.0000,1,72000,1,"'Phalarica' Thermal Lance",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Gallente
"'Guillotine' Thermal Reaper Blueprint",41450,"Super Weapon Blueprint",2,300000000.0000,1,72000,1,"'Guillotine' Thermal Reaper",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Gallente
"'Aurora Ominae' Thermal Doomsday Blueprint",24555,"Super Weapon Blueprint",2,240950758.0000,1,72000,1,"'Aurora Ominae' Thermal Doomsday",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Gallente
"'Gjallarhorn' Explosive Doomsday Blueprint",24549,"Super Weapon Blueprint",2,240435272.0000,1,72000,1,"'Gjallarhorn' Explosive Doomsday",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Minmatar
"Minmatar Phenomena Generator Blueprint",43665,"Command Burst Blueprint",3,300000000.0000,1,54000,1,"Minmatar Phenomena Generator",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Minmatar
"'Geiravor' Explosive Lance Blueprint",41448,"Super Weapon Blueprint",2,300000000.0000,1,72000,1,"'Geiravor' Explosive Lance",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Minmatar
"'Jormungandr' Explosive Reaper Blueprint",41451,"Super Weapon Blueprint",2,300000000.0000,1,72000,1,"'Jormungandr' Explosive Reaper",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Minmatar
"Gravitational Transportation Field Oscillator Blueprint",41438,"Super Weapon Blueprint",3,500000000.0000,1,54000,1,"Gravitational Transportation Field Oscillator",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Non-Racial
"Bosonic Field Generator Blueprint",41532,"Super Weapon Blueprint",3,500000000.0000,1,54000,1,"Bosonic Field Generator",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,Non-Racial
"Pulse Activated Nexus Invulnerability Core Blueprint",42889,"Super Weapon Blueprint",2,200000000.0000,1,54000,1,"Pulse Activated Nexus Invulnerability Core",NULL,"Ship Equipment","Turrets & Launchers",Superweapons,ORE
"Large Consortium Vorton Projector Blueprint",54846,"Vorton Projector Blueprint",60,120000.0000,1,2700,1,"Large Consortium Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Large
"Large Vorton Projector I Blueprint",54857,"Vorton Projector Blueprint",60,120000.0000,1,2700,1,"Large Vorton Projector I",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Large
"Large Compact Vorton Projector Blueprint",54858,"Vorton Projector Blueprint",60,120000.0000,1,2700,1,"Large Compact Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Large
"Large Scoped Vorton Projector Blueprint",54859,"Vorton Projector Blueprint",60,120000.0000,1,2700,1,"Large Scoped Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Large
"Large Vorton Projector II Blueprint",54860,"Vorton Projector Blueprint",10,120000.0000,1,7020,1,"Large Vorton Projector II",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Large
"Medium Vorton Projector I Blueprint",54852,"Vorton Projector Blueprint",100,120000.0000,1,1800,1,"Medium Vorton Projector I",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Medium
"Medium Compact Vorton Projector Blueprint",54853,"Vorton Projector Blueprint",100,120000.0000,1,1800,1,"Medium Compact Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Medium
"Medium Scoped Vorton Projector Blueprint",54854,"Vorton Projector Blueprint",100,120000.0000,1,1800,1,"Medium Scoped Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Medium
"Medium Vorton Projector II Blueprint",54855,"Vorton Projector Blueprint",10,120000.0000,1,4680,1,"Medium Vorton Projector II",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Medium
"Medium Consortium Vorton Projector Blueprint",54856,"Vorton Projector Blueprint",100,120000.0000,1,1800,1,"Medium Consortium Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Medium
"Small Vorton Projector I Blueprint",54845,"Vorton Projector Blueprint",200,120000.0000,1,900,1,"Small Vorton Projector I",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Small
"Small Compact Vorton Projector Blueprint",54848,"Vorton Projector Blueprint",200,120000.0000,1,900,1,"Small Compact Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Small
"Small Scoped Vorton Projector Blueprint",54849,"Vorton Projector Blueprint",200,120000.0000,1,900,1,"Small Scoped Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Small
"Small Vorton Projector II Blueprint",54850,"Vorton Projector Blueprint",10,120000.0000,1,2340,1,"Small Vorton Projector II",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Small
"Small Consortium Vorton Projector Blueprint",54851,"Vorton Projector Blueprint",200,120000.0000,1,900,1,"Small Consortium Vorton Projector",NULL,"Ship Equipment","Turrets & Launchers","Vorton Projectors",Small
"ML-EKP 'Polybolos' Ballistic Control System Blueprint",49971,"Ballistic Control System Blueprint",3,499200.0000,1,180,1,"ML-EKP 'Polybolos' Ballistic Control System",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Ballistic Control Systems"
"Ballistic Control System I Blueprint",12275,"Ballistic Control System Blueprint",200,499200.0000,1,900,1,"Ballistic Control System I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Ballistic Control Systems"
"Caldari Navy Ballistic Control System Blueprint",15682,"Ballistic Control System Blueprint",200,NULL,1,900,1,"Caldari Navy Ballistic Control System",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Ballistic Control Systems"
"Republic Fleet Ballistic Control System Blueprint",15684,"Ballistic Control System Blueprint",200,NULL,1,900,1,"Republic Fleet Ballistic Control System",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Ballistic Control Systems"
"'Full Duplex' Ballistic Control System Blueprint",21485,"Ballistic Control System Blueprint",200,NULL,1,900,1,"'Full Duplex' Ballistic Control System",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Ballistic Control Systems"
"Ballistic Control System II Blueprint",22292,"Ballistic Control System Blueprint",10,10000000000.0000,1,2340,1,"Ballistic Control System II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Ballistic Control Systems"
"Khanid Navy Ballistic Control System Blueprint",28564,"Ballistic Control System Blueprint",200,NULL,1,900,1,"Khanid Navy Ballistic Control System",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Ballistic Control Systems"
"Entropic Radiation Sink I Blueprint",48095,"Entropic Radiation Sink Blueprint",200,249600.0000,1,900,1,"Entropic Radiation Sink I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Entropic Radiation Sinks"
"Entropic Radiation Sink II Blueprint",48096,"Entropic Radiation Sink Blueprint",10,10000000000.0000,1,2340,1,"Entropic Radiation Sink II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Entropic Radiation Sinks"
"Zorya's Entropic Radiation Sink Blueprint",52243,"Entropic Radiation Sink Blueprint",200,249600.0000,1,900,1,"Zorya's Entropic Radiation Sink",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Entropic Radiation Sinks"
"Veles Entropic Radiation Sink Blueprint",52245,"Entropic Radiation Sink Blueprint",200,249600.0000,1,900,1,"Veles Entropic Radiation Sink",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Entropic Radiation Sinks"
"Vadari's Custom Gyrostabilizer Blueprint",44117,"Gunnery Upgrade Blueprint",2,243200.0000,1,25200,1,"Vadari's Custom Gyrostabilizer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades",Gyrostabilizers
"'Kindred' Gyrostabilizer Blueprint",21487,"Gunnery Upgrade Blueprint",200,NULL,1,900,1,"'Kindred' Gyrostabilizer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades",Gyrostabilizers
"Republic Fleet Gyrostabilizer Blueprint",15807,"Gunnery Upgrade Blueprint",200,NULL,1,900,1,"Republic Fleet Gyrostabilizer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades",Gyrostabilizers
"Gyrostabilizer II Blueprint",1095,"Gunnery Upgrade Blueprint",10,10000000000.0000,1,2340,1,"Gyrostabilizer II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades",Gyrostabilizers
"Gyrostabilizer I Blueprint",1096,"Gunnery Upgrade Blueprint",200,243200.0000,1,900,1,"Gyrostabilizer I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades",Gyrostabilizers
"'Trebuchet' Heat Sink Blueprint",23903,"Heat Sink Blueprint",200,NULL,1,900,1,"'Trebuchet' Heat Sink I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Heat Sinks"
"Ammatar Navy Heat Sink Blueprint",15809,"Heat Sink Blueprint",200,NULL,1,900,1,"Ammatar Navy Heat Sink",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Heat Sinks"
"Imperial Navy Heat Sink Blueprint",15811,"Heat Sink Blueprint",200,NULL,1,900,1,"Imperial Navy Heat Sink",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Heat Sinks"
"Heat Sink I Blueprint",11612,"Heat Sink Blueprint",200,249600.0000,1,900,1,"Heat Sink I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Heat Sinks"
"Heat Sink II Blueprint",11795,"Heat Sink Blueprint",10,10000000000.0000,1,2340,1,"Heat Sink II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Heat Sinks"
"Tahron's Custom Heat Sink Blueprint",44118,"Heat Sink Blueprint",2,249600.0000,1,25200,1,"Tahron's Custom Heat Sink",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Heat Sinks"
"Torelle's Custom Magnetic Field Stabilizer Blueprint",44115,"Gunnery Upgrade Blueprint",2,249940.0000,1,25200,1,"Torelle's Custom Magnetic Field Stabilizer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Magnetic Field Stabilizers"
"Kaatara's Custom Magnetic Field Stabilizer Blueprint",44116,"Gunnery Upgrade Blueprint",2,249940.0000,1,25200,1,"Kaatara's Custom Magnetic Field Stabilizer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Magnetic Field Stabilizers"
"Magnetic Field Stabilizer I Blueprint",9945,"Gunnery Upgrade Blueprint",200,249940.0000,1,900,1,"Magnetic Field Stabilizer I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Magnetic Field Stabilizers"
"Magnetic Field Stabilizer II Blueprint",10191,"Gunnery Upgrade Blueprint",10,10000000000.0000,1,2340,1,"Magnetic Field Stabilizer II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Magnetic Field Stabilizers"
"'Monopoly' Magnetic Field Stabilizer Blueprint",22920,"Gunnery Upgrade Blueprint",200,NULL,1,900,1,"'Monopoly' Magnetic Field Stabilizer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Magnetic Field Stabilizers"
"Federation Navy Magnetic Field Stabilizer Blueprint",15896,"Gunnery Upgrade Blueprint",200,NULL,1,900,1,"Federation Navy Magnetic Field Stabilizer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Magnetic Field Stabilizers"
"Missile Guidance Computer I Blueprint",35791,"Missile Guidance Computer Blueprint",100,99000.0000,1,1800,1,"Missile Guidance Computer I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Missile Guidance Computers"
"Missile Guidance Computer II Blueprint",35792,"Missile Guidance Computer Blueprint",10,NULL,1,4680,1,"Missile Guidance Computer II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Missile Guidance Computers"
"Missile Guidance Enhancer I Blueprint",35772,"Missile Guidance Enhancer Blueprint",200,144000.0000,1,900,1,"Missile Guidance Enhancer I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Missile Guidance Enhancers"
"Missile Guidance Enhancer II Blueprint",35773,"Missile Guidance Enhancer Blueprint",10,NULL,1,2340,1,"Missile Guidance Enhancer II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Missile Guidance Enhancers"
"Federation Navy Remote Tracking Computer  Blueprint",15968,"Remote Tracking Computer Blueprint",100,NULL,1,1800,1,"Federation Navy Remote Tracking Computer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Remote Tracking Computers"
"Remote Tracking Computer I Blueprint",11617,"Remote Tracking Computer Blueprint",100,299940.0000,1,1800,1,"Remote Tracking Computer I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Remote Tracking Computers"
"Remote Tracking Computer II Blueprint",11851,"Remote Tracking Computer Blueprint",10,10000000000.0000,1,4680,1,"Remote Tracking Computer II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Remote Tracking Computers"
"'Enterprise' Remote Tracking Computer Blueprint",22938,"Remote Tracking Computer Blueprint",100,NULL,1,1800,1,"'Enterprise' Remote Tracking Computer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Remote Tracking Computers"
"Siege Module I Blueprint",20281,"Siege Module Blueprint",3,522349680.0000,1,54000,1,"Siege Module I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Siege Modules"
"Siege Module II Blueprint",4293,"Siege Module Blueprint",10,522349680.0000,1,140400,1,"Siege Module II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Siege Modules"
"Triage Module II Blueprint",4295,"Siege Module Blueprint",10,522349680.0000,1,140400,1,"Triage Module II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Siege Modules"
"Triage Module I Blueprint",27952,"Siege Module Blueprint",3,522349680.0000,1,54000,1,"Triage Module I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Siege Modules"
"Industrial Core I Blueprint",28584,"Siege Module Blueprint",3,522349680.0000,1,54000,1,"Industrial Core I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Siege Modules"
"Bastion Module I Blueprint",33401,"Siege Module Blueprint",50,50000000.0000,1,3600,1,"Bastion Module I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Siege Modules"
"Industrial Core II Blueprint",42891,"Siege Module Blueprint",10,522349680.0000,1,140400,1,"Industrial Core II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Siege Modules"
"'Marketeer' Tracking Computer Blueprint",22930,"Tracking Computer Blueprint",100,NULL,1,1800,1,"'Marketeer' Tracking Computer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Tracking Computers"
"Federation Navy Tracking Computer Blueprint",15793,"Tracking Computer Blueprint",100,NULL,1,1800,1,"Federation Navy Tracking Computer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Tracking Computers"
"Tracking Computer I Blueprint",11621,"Tracking Computer Blueprint",100,99000.0000,1,1800,1,"Tracking Computer I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Tracking Computers"
"Tracking Computer II Blueprint",11840,"Tracking Computer Blueprint",10,10000000000.0000,1,4680,1,"Tracking Computer II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Tracking Computers"
"Tracking Enhancer I Blueprint",11616,"Tracking Enhancer Blueprint",200,144000.0000,1,900,1,"Tracking Enhancer I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Tracking Enhancers"
"Tracking Enhancer II Blueprint",11848,"Tracking Enhancer Blueprint",10,10000000000.0000,1,2340,1,"Tracking Enhancer II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Tracking Enhancers"
"Republic Fleet Tracking Enhancer Blueprint",15966,"Tracking Enhancer Blueprint",200,NULL,1,900,1,"Republic Fleet Tracking Enhancer",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Tracking Enhancers"
"Vorton Tuning System I Blueprint",54873,"Vorton Projector Upgrade Blueprints",200,40000.0000,1,900,1,"Vorton Tuning System I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Vorton Tuning Systems"
"Compact Vorton Tuning System  Blueprint",54874,"Vorton Projector Upgrade Blueprints",200,40000.0000,1,900,1,"Compact Vorton Tuning System I",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Vorton Tuning Systems"
"Vorton Tuning System II Blueprint",54876,"Vorton Projector Upgrade Blueprints",10,40000.0000,1,2340,1,"Vorton Tuning System II",NULL,"Ship Equipment","Turrets & Launchers","Weapon Upgrades","Vorton Tuning Systems"
"Brutix Navy Issue Blueprint",33152,"Battlecruiser Blueprint",10,570000000.0000,1,15000,1,"Brutix Navy Issue",NULL,Ships,Battlecruisers,"Faction Battlecruisers","Navy Faction"
"Drake Navy Issue Blueprint",33154,"Battlecruiser Blueprint",10,580000000.0000,1,15000,1,"Drake Navy Issue",NULL,Ships,Battlecruisers,"Faction Battlecruisers","Navy Faction"
"Harbinger Navy Issue Blueprint",33156,"Battlecruiser Blueprint",10,585000000.0000,1,15000,1,"Harbinger Navy Issue",NULL,Ships,Battlecruisers,"Faction Battlecruisers","Navy Faction"
"Hurricane Fleet Issue Blueprint",33158,"Battlecruiser Blueprint",10,565000000.0000,1,15000,1,"Hurricane Fleet Issue",NULL,Ships,Battlecruisers,"Faction Battlecruisers","Navy Faction"
"Drekavac Blueprint",49715,"Battlecruiser Blueprint",10,NULL,1,12000,1,Drekavac,NULL,Ships,Battlecruisers,"Precursor Battlecruisers",Triglavian
"Prophecy Blueprint",16234,"Battlecruiser Blueprint",10,555000000.0000,1,15000,1,Prophecy,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Amarr
"Oracle Blueprint",4305,"Battlecruiser Blueprint",10,625000000.0000,1,15000,1,Oracle,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Amarr
"Harbinger Blueprint",24697,"Battlecruiser Blueprint",10,585000000.0000,1,15000,1,Harbinger,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Amarr
"Drake Blueprint",24699,"Battlecruiser Blueprint",10,580000000.0000,1,15000,1,Drake,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Caldari
"Ferox Blueprint",16228,"Battlecruiser Blueprint",10,540000000.0000,1,15000,1,Ferox,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Caldari
"Naga Blueprint",4307,"Battlecruiser Blueprint",10,615000000.0000,1,15000,1,Naga,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Caldari
"Talos Blueprint",4309,"Battlecruiser Blueprint",10,650000000.0000,1,15000,1,Talos,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Gallente
"Myrmidon Blueprint",24701,"Battlecruiser Blueprint",10,600000000.0000,1,15000,1,Myrmidon,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Gallente
"Brutix Blueprint",16230,"Battlecruiser Blueprint",10,570000000.0000,1,15000,1,Brutix,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Gallente
"Cyclone Blueprint",16232,"Battlecruiser Blueprint",10,525000000.0000,1,15000,1,Cyclone,NULL,Ships,Battlecruisers,"Standard Battlecruisers",Minmatar
