typeName,meterialTypeName,materialQuantity
"Triple Neutron Blaster Cannon I Blueprint",Tritanium,5439704
"Regulated Compact Triple Neutron Blaster Cannon Blueprint","Triple Neutron Blaster Cannon I",1
"Regulated Compact Triple Neutron Blaster Cannon Blueprint","Compact Electronics",14
"Regulated Compact Triple Neutron Blaster Cannon Blueprint","Compact Conductors",28
"Regulated Compact Triple Neutron Blaster Cannon Blueprint","Compact Compounds",36
"Modal Enduring Triple Neutron Blaster Cannon Blueprint","Triple Neutron Blaster Cannon I",1
"Modal Enduring Triple Neutron Blaster Cannon Blueprint","Enduring Compounds",30
"Modal Enduring Triple Neutron Blaster Cannon Blueprint","Enduring Conductors",34
"Modal Enduring Triple Neutron Blaster Cannon Blueprint","Enduring Electronics",35
"Anode Scoped Triple Neutron Blaster Cannon Blueprint","Triple Neutron Blaster Cannon I",1
"Anode Scoped Triple Neutron Blaster Cannon Blueprint","Scoped Compounds",26
"Anode Scoped Triple Neutron Blaster Cannon Blueprint","Scoped Conductors",28
"Anode Scoped Triple Neutron Blaster Cannon Blueprint","Scoped Electronics",30
"Limited Precise Triple Neutron Blaster Cannon Blueprint","Triple Neutron Blaster Cannon I",1
"Limited Precise Triple Neutron Blaster Cannon Blueprint","Precise Conductors",28
"Limited Precise Triple Neutron Blaster Cannon Blueprint","Precise Compounds",31
"Limited Precise Triple Neutron Blaster Cannon Blueprint","Precise Electronics",34
"Triple Neutron Blaster Cannon II Blueprint","Triple Neutron Blaster Cannon I",1
"Triple Neutron Blaster Cannon II Blueprint","R.A.M.- Weapon Tech",3
"Triple Neutron Blaster Cannon II Blueprint",Robotics,1270
"Triple Neutron Blaster Cannon II Blueprint",Morphite,1317
"Triple Neutron Blaster Cannon II Blueprint","Particle Accelerator Unit",3323
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Triple Neutron Blaster Cannon II",1
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Scoped Conductors",24
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Compact Electronics",25
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Compact Conductors",27
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Precise Compounds",28
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Compact Compounds",29
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Enduring Electronics",29
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Scoped Electronics",29
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Precise Electronics",30
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Enduring Compounds",31
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Enduring Conductors",32
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Precise Conductors",32
"Shadow Serpentis Triple Neutron Blaster Cannon Blueprint","Scoped Compounds",34
"Quad 800mm Repeating Cannon I Blueprint",Megacyte,1239
"Quad 800mm Repeating Cannon I Blueprint",Zydrine,4158
"Quad 800mm Repeating Cannon I Blueprint",Nocxium,9732
"Quad 800mm Repeating Cannon I Blueprint",Isogen,31584
"Quad 800mm Repeating Cannon I Blueprint",Mexallon,283788
"Quad 800mm Repeating Cannon I Blueprint",Pyerite,771268
"Quad 800mm Repeating Cannon I Blueprint",Tritanium,3293709
"Compact Carbine Quad 800mm Repeating Cannon Blueprint","Quad 800mm Repeating Cannon I",1
"Compact Carbine Quad 800mm Repeating Cannon Blueprint","Compact Electronics",19
"Compact Carbine Quad 800mm Repeating Cannon Blueprint","Compact Compounds",36
"Compact Carbine Quad 800mm Repeating Cannon Blueprint","Compact Conductors",40
"Ample Gallium Quad 800mm Repeating Cannon Blueprint","Quad 800mm Repeating Cannon I",1
"Ample Gallium Quad 800mm Repeating Cannon Blueprint","Ample Electronics",22
"Ample Gallium Quad 800mm Repeating Cannon Blueprint","Ample Conductors",44
"Ample Gallium Quad 800mm Repeating Cannon Blueprint","Ample Compounds",46
"Scout Scoped Quad 800mm Repeating Cannon Blueprint","Quad 800mm Repeating Cannon I",1
"Scout Scoped Quad 800mm Repeating Cannon Blueprint","Scoped Compounds",21
"Scout Scoped Quad 800mm Repeating Cannon Blueprint","Scoped Conductors",29
"Scout Scoped Quad 800mm Repeating Cannon Blueprint","Scoped Electronics",39
"Prototype Precise Quad 800mm Repeating Cannon Blueprint","Quad 800mm Repeating Cannon I",1
"Prototype Precise Quad 800mm Repeating Cannon Blueprint","Precise Electronics",21
"Prototype Precise Quad 800mm Repeating Cannon Blueprint","Precise Conductors",42
"Prototype Precise Quad 800mm Repeating Cannon Blueprint","Precise Compounds",43
"Quad 800mm Repeating Cannon II Blueprint","Quad 800mm Repeating Cannon I",1
"Quad 800mm Repeating Cannon II Blueprint","R.A.M.- Weapon Tech",3
"Quad 800mm Repeating Cannon II Blueprint",Robotics,364
"Quad 800mm Repeating Cannon II Blueprint",Morphite,2374
"Quad 800mm Repeating Cannon II Blueprint","Thermonuclear Trigger Unit",3009
"Domination Quad 800mm Repeating Cannon Blueprint","Quad 800mm Repeating Cannon II",1
"Domination Quad 800mm Repeating Cannon Blueprint","Compact Electronics",18
"Domination Quad 800mm Repeating Cannon Blueprint","Ample Electronics",19
"Domination Quad 800mm Repeating Cannon Blueprint","Precise Electronics",22
"Domination Quad 800mm Repeating Cannon Blueprint","Scoped Electronics",22
"Domination Quad 800mm Repeating Cannon Blueprint","Precise Conductors",35
"Domination Quad 800mm Repeating Cannon Blueprint","Ample Compounds",39
"Domination Quad 800mm Repeating Cannon Blueprint","Precise Compounds",40
"Domination Quad 800mm Repeating Cannon Blueprint","Scoped Conductors",40
"Domination Quad 800mm Repeating Cannon Blueprint","Compact Compounds",41
"Domination Quad 800mm Repeating Cannon Blueprint","Ample Conductors",43
"Domination Quad 800mm Repeating Cannon Blueprint","Compact Conductors",45
"Domination Quad 800mm Repeating Cannon Blueprint","Scoped Compounds",47
"Modulated Compact Dual Giga Pulse Laser Blueprint","Dual Giga Pulse Laser I",1
"Modulated Compact Dual Giga Pulse Laser Blueprint","Compact Electronics",36
"Modulated Compact Dual Giga Pulse Laser Blueprint","Compact Conductors",37
"Modulated Compact Dual Giga Pulse Laser Blueprint","Compact Compounds",38
"Modal Enduring Dual Giga Pulse Laser Blueprint","Dual Giga Pulse Laser I",1
"Modal Enduring Dual Giga Pulse Laser Blueprint","Enduring Electronics",30
"Modal Enduring Dual Giga Pulse Laser Blueprint","Enduring Compounds",35
"Modal Enduring Dual Giga Pulse Laser Blueprint","Enduring Conductors",35
"Anode Scoped Dual Giga Pulse Laser Blueprint","Dual Giga Pulse Laser I",1
"Anode Scoped Dual Giga Pulse Laser Blueprint","Scoped Electronics",28
"Anode Scoped Dual Giga Pulse Laser Blueprint","Scoped Compounds",33
"Anode Scoped Dual Giga Pulse Laser Blueprint","Scoped Conductors",36
"Afocal Precise Dual Giga Pulse Laser Blueprint","Dual Giga Pulse Laser I",1
"Afocal Precise Dual Giga Pulse Laser Blueprint","Precise Electronics",30
"Afocal Precise Dual Giga Pulse Laser Blueprint","Precise Compounds",33
"Afocal Precise Dual Giga Pulse Laser Blueprint","Precise Conductors",38
"Dual Giga Pulse Laser II Blueprint","Dual Giga Pulse Laser I",1
"Dual Giga Pulse Laser II Blueprint","R.A.M.- Weapon Tech",3
"Dual Giga Pulse Laser II Blueprint",Robotics,960
"Dual Giga Pulse Laser II Blueprint",Morphite,2009
"Dual Giga Pulse Laser II Blueprint","Laser Focusing Crystals",2340
"Dark Blood Dual Giga Pulse Laser Blueprint","Dual Giga Pulse Laser II",1
"Dark Blood Dual Giga Pulse Laser Blueprint","Enduring Electronics",25
"Dark Blood Dual Giga Pulse Laser Blueprint","Precise Compounds",25
"Dark Blood Dual Giga Pulse Laser Blueprint","Scoped Electronics",28
"Dark Blood Dual Giga Pulse Laser Blueprint","Compact Electronics",31
"Dark Blood Dual Giga Pulse Laser Blueprint","Scoped Conductors",32
"Dark Blood Dual Giga Pulse Laser Blueprint","Compact Compounds",33
"Dark Blood Dual Giga Pulse Laser Blueprint","Compact Conductors",33
"Dark Blood Dual Giga Pulse Laser Blueprint","Scoped Compounds",33
"Dark Blood Dual Giga Pulse Laser Blueprint","Enduring Compounds",34
"Dark Blood Dual Giga Pulse Laser Blueprint","Precise Electronics",35
"Dark Blood Dual Giga Pulse Laser Blueprint","Enduring Conductors",46
"Dark Blood Dual Giga Pulse Laser Blueprint","Precise Conductors",46
"True Sansha Dual Giga Pulse Laser Blueprint","Dual Giga Pulse Laser II",1
"True Sansha Dual Giga Pulse Laser Blueprint","Enduring Electronics",25
"True Sansha Dual Giga Pulse Laser Blueprint","Enduring Compounds",27
"True Sansha Dual Giga Pulse Laser Blueprint","Precise Electronics",29
"True Sansha Dual Giga Pulse Laser Blueprint","Precise Compounds",30
"True Sansha Dual Giga Pulse Laser Blueprint","Scoped Compounds",30
"True Sansha Dual Giga Pulse Laser Blueprint","Compact Electronics",31
"True Sansha Dual Giga Pulse Laser Blueprint","Compact Compounds",31
"True Sansha Dual Giga Pulse Laser Blueprint","Scoped Electronics",33
"True Sansha Dual Giga Pulse Laser Blueprint","Enduring Conductors",35
"True Sansha Dual Giga Pulse Laser Blueprint","Scoped Conductors",40
"True Sansha Dual Giga Pulse Laser Blueprint","Precise Conductors",43
"True Sansha Dual Giga Pulse Laser Blueprint","Compact Conductors",47
"Modulated Compact Dual Giga Beam Laser Blueprint","Dual Giga Beam Laser I",1
"Modulated Compact Dual Giga Beam Laser Blueprint","Compact Compounds",27
"Modulated Compact Dual Giga Beam Laser Blueprint","Compact Electronics",36
"Modulated Compact Dual Giga Beam Laser Blueprint","Compact Conductors",45
"Modal Enduring Dual Giga Beam Laser Blueprint","Dual Giga Beam Laser I",1
"Modal Enduring Dual Giga Beam Laser Blueprint","Enduring Compounds",31
"Modal Enduring Dual Giga Beam Laser Blueprint","Enduring Electronics",36
"Modal Enduring Dual Giga Beam Laser Blueprint","Enduring Conductors",37
"Anode Scoped Dual Giga Beam Laser Blueprint","Dual Giga Beam Laser I",1
"Anode Scoped Dual Giga Beam Laser Blueprint","Scoped Electronics",32
"Anode Scoped Dual Giga Beam Laser Blueprint","Scoped Compounds",36
"Anode Scoped Dual Giga Beam Laser Blueprint","Scoped Conductors",39
"Afocal Precise Dual Giga Beam Laser Blueprint","Dual Giga Beam Laser I",1
"Afocal Precise Dual Giga Beam Laser Blueprint","Precise Compounds",22
"Afocal Precise Dual Giga Beam Laser Blueprint","Precise Electronics",34
"Afocal Precise Dual Giga Beam Laser Blueprint","Precise Conductors",56
"Dark Blood Dual Giga Beam Laser Blueprint","Dual Giga Beam Laser II",1
"Dark Blood Dual Giga Beam Laser Blueprint","Precise Compounds",17
"Dark Blood Dual Giga Beam Laser Blueprint","Scoped Electronics",28
"Dark Blood Dual Giga Beam Laser Blueprint","Compact Electronics",29
"Dark Blood Dual Giga Beam Laser Blueprint","Enduring Electronics",31
"Dark Blood Dual Giga Beam Laser Blueprint","Precise Electronics",32
"Dark Blood Dual Giga Beam Laser Blueprint","Scoped Compounds",33
"Dark Blood Dual Giga Beam Laser Blueprint","Compact Compounds",34
"Dark Blood Dual Giga Beam Laser Blueprint","Enduring Compounds",36
"Dark Blood Dual Giga Beam Laser Blueprint","Scoped Conductors",40
"Dark Blood Dual Giga Beam Laser Blueprint","Compact Conductors",41
"Dark Blood Dual Giga Beam Laser Blueprint","Enduring Conductors",43
"Dark Blood Dual Giga Beam Laser Blueprint","Precise Conductors",49
"True Sansha Dual Giga Beam Laser Blueprint","Dual Giga Beam Laser II",1
"True Sansha Dual Giga Beam Laser Blueprint","Precise Compounds",16
"True Sansha Dual Giga Beam Laser Blueprint","Enduring Electronics",28
"True Sansha Dual Giga Beam Laser Blueprint","Scoped Electronics",29
"True Sansha Dual Giga Beam Laser Blueprint","Compact Compounds",30
"True Sansha Dual Giga Beam Laser Blueprint","Scoped Compounds",31
"True Sansha Dual Giga Beam Laser Blueprint","Precise Electronics",32
"True Sansha Dual Giga Beam Laser Blueprint","Compact Conductors",33
"True Sansha Dual Giga Beam Laser Blueprint","Enduring Conductors",33
"True Sansha Dual Giga Beam Laser Blueprint","Enduring Compounds",34
"True Sansha Dual Giga Beam Laser Blueprint","Compact Electronics",36
"True Sansha Dual Giga Beam Laser Blueprint","Scoped Conductors",45
"True Sansha Dual Giga Beam Laser Blueprint","Precise Conductors",58
"Regulated Compact Ion Siege Blaster Blueprint","Ion Siege Blaster I",1
"Regulated Compact Ion Siege Blaster Blueprint","Compact Electronics",29
"Regulated Compact Ion Siege Blaster Blueprint","Compact Compounds",31
"Regulated Compact Ion Siege Blaster Blueprint","Compact Conductors",32
"Modal Enduring Ion Siege Blaster Blueprint","Ion Siege Blaster I",1
"Modal Enduring Ion Siege Blaster Blueprint","Enduring Electronics",27
"Modal Enduring Ion Siege Blaster Blueprint","Enduring Conductors",27
"Modal Enduring Ion Siege Blaster Blueprint","Enduring Compounds",31
"Anode Scoped Ion Siege Blaster Blueprint","Ion Siege Blaster I",1
"Anode Scoped Ion Siege Blaster Blueprint","Scoped Compounds",29
"Anode Scoped Ion Siege Blaster Blueprint","Scoped Electronics",30
"Anode Scoped Ion Siege Blaster Blueprint","Scoped Conductors",31
"Limited Precise Ion Siege Blaster Blueprint","Ion Siege Blaster I",1
"Limited Precise Ion Siege Blaster Blueprint","Precise Compounds",30
"Limited Precise Ion Siege Blaster Blueprint","Precise Electronics",31
"Limited Precise Ion Siege Blaster Blueprint","Precise Conductors",33
"Ion Siege Blaster II Blueprint","Ion Siege Blaster I",1
"Ion Siege Blaster II Blueprint","R.A.M.- Weapon Tech",3
"Ion Siege Blaster II Blueprint",Morphite,1003
"Ion Siege Blaster II Blueprint",Robotics,1254
"Ion Siege Blaster II Blueprint","Particle Accelerator Unit",2607
"Shadow Serpentis Ion Siege Blaster Blueprint","Ion Siege Blaster II",1
"Shadow Serpentis Ion Siege Blaster Blueprint","Compact Electronics",26
"Shadow Serpentis Ion Siege Blaster Blueprint","Enduring Compounds",26
"Shadow Serpentis Ion Siege Blaster Blueprint","Compact Compounds",28
"Shadow Serpentis Ion Siege Blaster Blueprint","Compact Conductors",28
"Shadow Serpentis Ion Siege Blaster Blueprint","Precise Electronics",28
"Shadow Serpentis Ion Siege Blaster Blueprint","Precise Conductors",28
"Shadow Serpentis Ion Siege Blaster Blueprint","Precise Compounds",32
"Shadow Serpentis Ion Siege Blaster Blueprint","Scoped Compounds",32
"Shadow Serpentis Ion Siege Blaster Blueprint","Scoped Conductors",34
"Shadow Serpentis Ion Siege Blaster Blueprint","Scoped Electronics",35
"Shadow Serpentis Ion Siege Blaster Blueprint","Enduring Electronics",36
"Shadow Serpentis Ion Siege Blaster Blueprint","Enduring Conductors",36
"Carbide Compact Dual 1000mm Railgun Blueprint","Dual 1000mm Railgun I",1
"Carbide Compact Dual 1000mm Railgun Blueprint","Compact Electronics",26
"Carbide Compact Dual 1000mm Railgun Blueprint","Compact Compounds",26
"Carbide Compact Dual 1000mm Railgun Blueprint","Compact Conductors",35
"Compressed Enduring Dual 1000mm Railgun Blueprint","Dual 1000mm Railgun I",1
"Compressed Enduring Dual 1000mm Railgun Blueprint","Enduring Compounds",25
"Compressed Enduring Dual 1000mm Railgun Blueprint","Enduring Conductors",32
"Compressed Enduring Dual 1000mm Railgun Blueprint","Enduring Electronics",39
"Dual 1000mm Railgun II Blueprint","Dual 1000mm Railgun I",1
"Dual 1000mm Railgun II Blueprint","R.A.M.- Weapon Tech",3
"Dual 1000mm Railgun II Blueprint",Robotics,688
"Dual 1000mm Railgun II Blueprint","Superconductor Rails",2013
"Dual 1000mm Railgun II Blueprint",Morphite,2266
"Scout Scoped Dual 1000mm Railgun Blueprint","Dual 1000mm Railgun I",1
"Scout Scoped Dual 1000mm Railgun Blueprint","Scoped Electronics",24
"Scout Scoped Dual 1000mm Railgun Blueprint","Scoped Conductors",24
"Scout Scoped Dual 1000mm Railgun Blueprint","Scoped Compounds",30
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Dual 1000mm Railgun II",1
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Enduring Compounds",24
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Enduring Electronics",25
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Precise Electronics",26
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Scoped Compounds",26
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Compact Electronics",27
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Compact Conductors",27
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Precise Compounds",28
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Precise Conductors",29
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Scoped Conductors",30
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Compact Compounds",31
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Enduring Conductors",32
"Shadow Serpentis Dual 1000mm Railgun Blueprint","Scoped Electronics",33
"Prototype Precise Dual 1000mm Railgun Blueprint","Dual 1000mm Railgun I",1
"Prototype Precise Dual 1000mm Railgun Blueprint","Precise Compounds",29
"Prototype Precise Dual 1000mm Railgun Blueprint","Precise Conductors",35
"Prototype Precise Dual 1000mm Railgun Blueprint","Precise Electronics",36
"Carbine Compact Hexa 2500mm Repeating Cannon Blueprint","Hexa 2500mm Repeating Cannon I",1
"Carbine Compact Hexa 2500mm Repeating Cannon Blueprint","Compact Conductors",30
"Carbine Compact Hexa 2500mm Repeating Cannon Blueprint","Compact Electronics",32
"Carbine Compact Hexa 2500mm Repeating Cannon Blueprint","Compact Compounds",35
"Gallium Ample Hexa 2500mm Repeating Cannon Blueprint","Hexa 2500mm Repeating Cannon I",1
"Gallium Ample Hexa 2500mm Repeating Cannon Blueprint","Ample Conductors",31
"Gallium Ample Hexa 2500mm Repeating Cannon Blueprint","Ample Electronics",38
"Gallium Ample Hexa 2500mm Repeating Cannon Blueprint","Ample Compounds",41
"Scout Scoped Hexa 2500mm Repeating Cannon Blueprint","Hexa 2500mm Repeating Cannon I",1
"Scout Scoped Hexa 2500mm Repeating Cannon Blueprint","Scoped Compounds",39
"Scout Scoped Hexa 2500mm Repeating Cannon Blueprint","Scoped Electronics",40
"Scout Scoped Hexa 2500mm Repeating Cannon Blueprint","Scoped Conductors",40
"Prototype Precise Hexa 2500mm Repeating Cannon Blueprint","Hexa 2500mm Repeating Cannon I",1
"Prototype Precise Hexa 2500mm Repeating Cannon Blueprint","Precise Conductors",32
"Prototype Precise Hexa 2500mm Repeating Cannon Blueprint","Precise Electronics",33
"Prototype Precise Hexa 2500mm Repeating Cannon Blueprint","Precise Compounds",47
"Hexa 2500mm Repeating Cannon II Blueprint","Hexa 2500mm Repeating Cannon I",1
"Hexa 2500mm Repeating Cannon II Blueprint","R.A.M.- Weapon Tech",3
"Hexa 2500mm Repeating Cannon II Blueprint",Robotics,369
"Hexa 2500mm Repeating Cannon II Blueprint","Thermonuclear Trigger Unit",2486
"Hexa 2500mm Repeating Cannon II Blueprint",Morphite,3139
"Domination Hexa 2500mm Repeating Cannon Blueprint","Hexa 2500mm Repeating Cannon II",1
"Domination Hexa 2500mm Repeating Cannon Blueprint","Compact Conductors",29
"Domination Hexa 2500mm Repeating Cannon Blueprint","Precise Electronics",32
"Domination Hexa 2500mm Repeating Cannon Blueprint","Compact Electronics",34
"Domination Hexa 2500mm Repeating Cannon Blueprint","Ample Compounds",35
"Domination Hexa 2500mm Repeating Cannon Blueprint","Precise Conductors",35
"Domination Hexa 2500mm Repeating Cannon Blueprint","Ample Conductors",36
"Domination Hexa 2500mm Repeating Cannon Blueprint","Compact Compounds",36
"Domination Hexa 2500mm Repeating Cannon Blueprint","Scoped Electronics",36
"Domination Hexa 2500mm Repeating Cannon Blueprint","Scoped Compounds",39
"Domination Hexa 2500mm Repeating Cannon Blueprint","Scoped Conductors",39
"Domination Hexa 2500mm Repeating Cannon Blueprint","Ample Electronics",42
"Domination Hexa 2500mm Repeating Cannon Blueprint","Precise Compounds",43
"Carbide Compact Quad 3500mm Siege Artillery Blueprint","Quad 3500mm Siege Artillery I",1
"Carbide Compact Quad 3500mm Siege Artillery Blueprint","Compact Conductors",9
"Carbide Compact Quad 3500mm Siege Artillery Blueprint","Compact Electronics",50
"Carbide Compact Quad 3500mm Siege Artillery Blueprint","Compact Compounds",57
"Gallium Ample Quad 3500mm Siege Artillery Blueprint","Quad 3500mm Siege Artillery I",1
"Gallium Ample Quad 3500mm Siege Artillery Blueprint","Ample Conductors",11
"Gallium Ample Quad 3500mm Siege Artillery Blueprint","Ample Electronics",29
"Gallium Ample Quad 3500mm Siege Artillery Blueprint","Ample Compounds",60
"Scout Scoped Quad 3500mm Siege Artillery Blueprint","Quad 3500mm Siege Artillery I",1
"Scout Scoped Quad 3500mm Siege Artillery Blueprint","Scoped Conductors",12
"Scout Scoped Quad 3500mm Siege Artillery Blueprint","Scoped Electronics",35
"Scout Scoped Quad 3500mm Siege Artillery Blueprint","Scoped Compounds",41
"Prototype Precise Quad 3500mm Siege Artillery Blueprint","Quad 3500mm Siege Artillery I",1
"Prototype Precise Quad 3500mm Siege Artillery Blueprint","Precise Conductors",12
"Prototype Precise Quad 3500mm Siege Artillery Blueprint","Precise Electronics",39
"Prototype Precise Quad 3500mm Siege Artillery Blueprint","Precise Compounds",49
"Quad 3500mm Siege Artillery II Blueprint","Quad 3500mm Siege Artillery I",1
"Quad 3500mm Siege Artillery II Blueprint","R.A.M.- Weapon Tech",3
"Quad 3500mm Siege Artillery II Blueprint",Robotics,800
"Quad 3500mm Siege Artillery II Blueprint","Thermonuclear Trigger Unit",2575
"Quad 3500mm Siege Artillery II Blueprint",Morphite,2678
"Domination Quad 3500mm Siege Artillery Blueprint","Quad 3500mm Siege Artillery II",1
"Domination Quad 3500mm Siege Artillery Blueprint","Compact Conductors",10
"Domination Quad 3500mm Siege Artillery Blueprint","Precise Conductors",10
"Domination Quad 3500mm Siege Artillery Blueprint","Scoped Conductors",11
"Domination Quad 3500mm Siege Artillery Blueprint","Ample Conductors",12
"Domination Quad 3500mm Siege Artillery Blueprint","Precise Electronics",29
"Domination Quad 3500mm Siege Artillery Blueprint","Scoped Electronics",31
"Domination Quad 3500mm Siege Artillery Blueprint","Compact Electronics",40
"Domination Quad 3500mm Siege Artillery Blueprint","Ample Electronics",41
"Domination Quad 3500mm Siege Artillery Blueprint","Ample Compounds",48
"Domination Quad 3500mm Siege Artillery Blueprint","Precise Compounds",54
"Domination Quad 3500mm Siege Artillery Blueprint","Compact Compounds",58
"Domination Quad 3500mm Siege Artillery Blueprint","Scoped Compounds",58
"Arbalest Compact XL Cruise Missile Launcher Blueprint","XL Cruise Missile Launcher I",1
"Arbalest Compact XL Cruise Missile Launcher Blueprint","Compact Conductors",19
"Arbalest Compact XL Cruise Missile Launcher Blueprint","Compact Compounds",30
"Arbalest Compact XL Cruise Missile Launcher Blueprint","Compact Electronics",45
"TE-2100 Ample XL Cruise Missile Launcher Blueprint","XL Cruise Missile Launcher I",1
"TE-2100 Ample XL Cruise Missile Launcher Blueprint","Ample Conductors",21
"TE-2100 Ample XL Cruise Missile Launcher Blueprint","Ample Compounds",32
"TE-2100 Ample XL Cruise Missile Launcher Blueprint","Ample Electronics",43
"Dread Guristas XL Cruise Missile Launcher Blueprint","XL Cruise Missile Launcher II",1
"Dread Guristas XL Cruise Missile Launcher Blueprint","Compact Conductors",17
"Dread Guristas XL Cruise Missile Launcher Blueprint","Ample Conductors",19
"Dread Guristas XL Cruise Missile Launcher Blueprint","Compact Compounds",26
"Dread Guristas XL Cruise Missile Launcher Blueprint","Ample Electronics",33
"Dread Guristas XL Cruise Missile Launcher Blueprint","Ample Compounds",35
"Dread Guristas XL Cruise Missile Launcher Blueprint","Compact Electronics",42
"Arbalest Compact XL Torpedo Launcher Blueprint","XL Torpedo Launcher I",1
"Arbalest Compact XL Torpedo Launcher Blueprint","Compact Conductors",16
"Arbalest Compact XL Torpedo Launcher Blueprint","Compact Compounds",35
"Arbalest Compact XL Torpedo Launcher Blueprint","Compact Electronics",44
"TE-2100 Ample XL Torpedo Launcher Blueprint","XL Torpedo Launcher I",1
"TE-2100 Ample XL Torpedo Launcher Blueprint","Ample Conductors",17
"TE-2100 Ample XL Torpedo Launcher Blueprint","Ample Compounds",28
"TE-2100 Ample XL Torpedo Launcher Blueprint","Ample Electronics",44
"Dread Guristas XL Torpedo Launcher Blueprint","XL Torpedo Launcher II",1
"Dread Guristas XL Torpedo Launcher Blueprint","Compact Conductors",20
"Dread Guristas XL Torpedo Launcher Blueprint","Ample Conductors",23
"Dread Guristas XL Torpedo Launcher Blueprint","Ample Compounds",25
"Dread Guristas XL Torpedo Launcher Blueprint","Compact Compounds",32
"Dread Guristas XL Torpedo Launcher Blueprint","Compact Electronics",37
"Dread Guristas XL Torpedo Launcher Blueprint","Ample Electronics",48
"Dual Giga Beam Laser II Blueprint","Dual Giga Beam Laser I",1
"Dual Giga Beam Laser II Blueprint","R.A.M.- Weapon Tech",3
"Dual Giga Beam Laser II Blueprint",Robotics,975
"Dual Giga Beam Laser II Blueprint","Laser Focusing Crystals",2041
"Dual Giga Beam Laser II Blueprint",Morphite,2624
"XL Cruise Missile Launcher II Blueprint","XL Cruise Missile Launcher I",1
"XL Cruise Missile Launcher II Blueprint","R.A.M.- Weapon Tech",3
"XL Cruise Missile Launcher II Blueprint","Quantum Microprocessor",537
"XL Cruise Missile Launcher II Blueprint",Morphite,586
"XL Cruise Missile Launcher II Blueprint",Robotics,735
"XL Torpedo Launcher II Blueprint","XL Torpedo Launcher I",1
"XL Torpedo Launcher II Blueprint","R.A.M.- Weapon Tech",3
"XL Torpedo Launcher II Blueprint","Quantum Microprocessor",483
"XL Torpedo Launcher II Blueprint",Morphite,678
"XL Torpedo Launcher II Blueprint",Robotics,768
"Heavy Stasis Grappler I Blueprint",Megacyte,250
"Heavy Stasis Grappler I Blueprint",Zydrine,500
"Heavy Stasis Grappler I Blueprint",Mexallon,2000
"Heavy Stasis Grappler I Blueprint",Pyerite,8000
"Heavy Stasis Grappler I Blueprint",Tritanium,10000
"Heavy Stasis Grappler II Blueprint","R.A.M.- Electronics",1
"Heavy Stasis Grappler II Blueprint","Heavy Stasis Grappler I",1
"Heavy Stasis Grappler II Blueprint","Nanomechanical Microprocessor",9
"Heavy Stasis Grappler II Blueprint","Miniature Electronics",24
"Heavy Stasis Grappler II Blueprint",Morphite,24
"Heavy Stasis Grappler II Blueprint",Transmitter,36
"Rapid Torpedo Launcher I Blueprint",Megacyte,2138
"Rapid Torpedo Launcher I Blueprint",Zydrine,5201
"Rapid Torpedo Launcher I Blueprint",Nocxium,15228
"Rapid Torpedo Launcher I Blueprint",Isogen,45803
"Rapid Torpedo Launcher I Blueprint",Mexallon,292778
"Rapid Torpedo Launcher I Blueprint",Pyerite,865822
"Rapid Torpedo Launcher I Blueprint",Tritanium,2877402
"Arbalest Compact Rapid Torpedo Launcher Blueprint","Rapid Torpedo Launcher I",1
"Arbalest Compact Rapid Torpedo Launcher Blueprint","Compact Conductors",19
"Arbalest Compact Rapid Torpedo Launcher Blueprint","Compact Compounds",28
"Arbalest Compact Rapid Torpedo Launcher Blueprint","Compact Electronics",33
"TE-2100 Ample Rapid Torpedo Launcher Blueprint","Rapid Torpedo Launcher I",1
"TE-2100 Ample Rapid Torpedo Launcher Blueprint","Ample Conductors",20
"TE-2100 Ample Rapid Torpedo Launcher Blueprint","Ample Compounds",30
"TE-2100 Ample Rapid Torpedo Launcher Blueprint","Ample Electronics",34
"Rapid Torpedo Launcher II Blueprint","Rapid Torpedo Launcher I",1
"Rapid Torpedo Launcher II Blueprint","R.A.M.- Weapon Tech",3
