typeName,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
Standup XL-Set Laboratory Optimization II Blueprint,Structure Rig Blueprint,1,2500000000,1,60000,1,Standup XL-Set Laboratory Optimization II,Structure Modifications,Structure Engineering Rigs,X-Large Structure Engineering Rigs,,
Standup XL-Set Laboratory Optimization I Blueprint,Structure Rig Blueprint,1,2500000000,1,6000,1,Standup XL-Set Laboratory Optimization I,Structure Modifications,Structure Engineering Rigs,X-Large Structure Engineering Rigs,,
Standup XL-Set Structure and Component Manufacturing Efficiency I Blueprint,Structure Rig Blueprint,30,2500000000,1,6000,1,Standup XL-Set Structure and Component Manufacturing Efficiency I,Structure Modifications,Structure Engineering Rigs,X-Large Structure Engineering Rigs,,
Standup XL-Set Structure and Component Manufacturing Efficiency II Blueprint,Structure Rig Blueprint,1,2500000000,1,60000,1,Standup XL-Set Structure and Component Manufacturing Efficiency II,Structure Modifications,Structure Engineering Rigs,X-Large Structure Engineering Rigs,,
Standup L-Set Moon Drilling Proficiency II Blueprint,Structure Rig Blueprint,1,500000000,1,45000,1,Standup L-Set Moon Drilling Proficiency II,Structure Modifications,Structure Resource Processing Rigs,Large Structure Resource Processing Rigs,,
Standup L-Set Moon Drilling Proficiency I Blueprint,Structure Rig Blueprint,40,500000000,1,4500,1,Standup L-Set Moon Drilling Proficiency I,Structure Modifications,Structure Resource Processing Rigs,Large Structure Resource Processing Rigs,,
Standup L-Set Reactor Efficiency I Blueprint,Structure Rig Blueprint,40,500000000,1,4500,1,Standup L-Set Reactor Efficiency I,Structure Modifications,Structure Resource Processing Rigs,Large Structure Resource Processing Rigs,,
Standup L-Set Reactor Efficiency II Blueprint,Structure Rig Blueprint,1,500000000,1,45000,1,Standup L-Set Reactor Efficiency II,Structure Modifications,Structure Resource Processing Rigs,Large Structure Resource Processing Rigs,,
Standup L-Set Reprocessing Monitor I Blueprint,Structure Rig Blueprint,40,500000000,1,4500,1,Standup L-Set Reprocessing Monitor I,Structure Modifications,Structure Resource Processing Rigs,Large Structure Resource Processing Rigs,,
Standup L-Set Reprocessing Monitor II Blueprint,Structure Rig Blueprint,1,500000000,1,45000,1,Standup L-Set Reprocessing Monitor II,Structure Modifications,Structure Resource Processing Rigs,Large Structure Resource Processing Rigs,,
Standup M-Set Moon Drilling Stability II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Moon Drilling Stability II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Moon Drilling Stability I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Moon Drilling Stability I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Moon Drilling Efficiency II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Moon Drilling Efficiency II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Moon Drilling Efficiency I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Moon Drilling Efficiency I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Composite Reactor Time Efficiency I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Composite Reactor Time Efficiency I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Composite Reactor Time Efficiency II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Composite Reactor Time Efficiency II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Composite Reactor Material Efficiency I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Composite Reactor Material Efficiency I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Composite Reactor Material Efficiency II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Composite Reactor Material Efficiency II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Hybrid Reactor Time Efficiency I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Hybrid Reactor Time Efficiency I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Hybrid Reactor Time Efficiency II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Hybrid Reactor Time Efficiency II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Hybrid Reactor Material Efficiency I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Hybrid Reactor Material Efficiency I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Hybrid Reactor Material Efficiency II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Hybrid Reactor Material Efficiency II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Biochemical Reactor Time Efficiency I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Biochemical Reactor Time Efficiency I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Biochemical Reactor Time Efficiency II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Biochemical Reactor Time Efficiency II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Biochemical Reactor Material Efficiency I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Biochemical Reactor Material Efficiency I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Biochemical Reactor Material Efficiency II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Biochemical Reactor Material Efficiency II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Asteroid Ore Grading Processor I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Asteroid Ore Grading Processor I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Asteroid Ore Grading Processor II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Asteroid Ore Grading Processor II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Ice Grading Processor I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Ice Grading Processor I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Ice Grading Processor II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Ice Grading Processor II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Moon Ore Grading Processor I Blueprint,Structure Rig Blueprint,60,100000000,1,3000,1,Standup M-Set Moon Ore Grading Processor I,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup M-Set Moon Ore Grading Processor II Blueprint,Structure Rig Blueprint,1,100000000,1,30000,1,Standup M-Set Moon Ore Grading Processor II,Structure Modifications,Structure Resource Processing Rigs,Medium Structure Resource Processing Rigs,,
Standup XL-Set Reprocessing Monitor I Blueprint,Structure Rig Blueprint,40,500000000,1,4500,1,Standup XL-Set Reprocessing Monitor I,Structure Modifications,Structure Resource Processing Rigs,X-Large Structure Resource Processing Rigs,,
Standup XL-Set Reprocessing Monitor II Blueprint,Structure Rig Blueprint,1,500000000,1,45000,1,Standup XL-Set Reprocessing Monitor II,Structure Modifications,Structure Resource Processing Rigs,X-Large Structure Resource Processing Rigs,,
Upwell Palatine Keepstar Blueprint,Structure Blueprints,1,200000000,1,3500000,1,Upwell Palatine Keepstar,Structures,Citadels,Faction Citadels,,
Astrahus Blueprint,Structure Blueprints,2,6000000000,1,600000,1,Astrahus,Structures,Citadels,Standard Citadels,,
Fortizar Blueprint,Structure Blueprints,1,70000000000,1,1700000,1,Fortizar,Structures,Citadels,Standard Citadels,,
Keepstar Blueprint,Structure Blueprints,1,700000000000,1,3500000,1,Keepstar,Structures,Citadels,Standard Citadels,,
Small Audit Log Secure Container Blueprint,Container Blueprints,600,180000,1,300,1,Small Audit Log Secure Container,Structures,Deployable Structures,Cargo Containers,Audit Log Containers,
Medium Audit Log Secure Container Blueprint,Container Blueprints,300,2000000,1,600,1,Medium Audit Log Secure Container,Structures,Deployable Structures,Cargo Containers,Audit Log Containers,
Large Audit Log Secure Container Blueprint,Container Blueprints,200,4000000,1,900,1,Large Audit Log Secure Container,Structures,Deployable Structures,Cargo Containers,Audit Log Containers,
Giant Freight Container Blueprint,Container Blueprints,100,2000000,1,1200,1,Giant Freight Container,Structures,Deployable Structures,Cargo Containers,Freight Containers,
Enormous Freight Container Blueprint,Container Blueprints,100,4000000,1,1500,1,Enormous Freight Container,Structures,Deployable Structures,Cargo Containers,Freight Containers,
Huge Freight Container Blueprint,Container Blueprints,100,1000000,1,1200,1,Huge Freight Container,Structures,Deployable Structures,Cargo Containers,Freight Containers,
Large Freight Container Blueprint,Container Blueprints,200,500000,1,900,1,Large Freight Container,Structures,Deployable Structures,Cargo Containers,Freight Containers,
Medium Freight Container Blueprint,Container Blueprints,300,250000,1,600,1,Medium Freight Container,Structures,Deployable Structures,Cargo Containers,Freight Containers,
Small Freight Container Blueprint,Container Blueprints,600,125000,1,300,1,Small Freight Container,Structures,Deployable Structures,Cargo Containers,Freight Containers,
Giant Secure Container Blueprint,Container Blueprints,100,2500000,1,1200,1,Giant Secure Container,Structures,Deployable Structures,Cargo Containers,Secure Containers,
Huge Secure Container Blueprint,Container Blueprints,100,1200000,1,1500,1,Huge Secure Container,Structures,Deployable Structures,Cargo Containers,Secure Containers,
Large Secure Container Blueprint,Container Blueprints,200,500000,1,900,1,Large Secure Container,Structures,Deployable Structures,Cargo Containers,Secure Containers,
Medium Secure Container Blueprint,Container Blueprints,300,230000,1,600,1,Medium Secure Container,Structures,Deployable Structures,Cargo Containers,Secure Containers,
Small Secure Container Blueprint,Container Blueprints,600,80000,1,300,1,Small Secure Container,Structures,Deployable Structures,Cargo Containers,Secure Containers,
Small Standard Container Blueprint,Container Blueprints,600,50000,1,300,1,Small Standard Container,Structures,Deployable Structures,Cargo Containers,Standard Containers,
Medium Standard Container Blueprint,Container Blueprints,300,120000,1,600,1,Medium Standard Container,Structures,Deployable Structures,Cargo Containers,Standard Containers,
Large Standard Container Blueprint,Container Blueprints,200,250000,1,900,1,Large Standard Container,Structures,Deployable Structures,Cargo Containers,Standard Containers,
Station Container Blueprint,Container Blueprints,100,180000,1,1500,1,Station Container,Structures,Deployable Structures,Cargo Containers,Station Containers,
Station Vault Container Blueprint,Container Blueprints,100,1800000,1,1500,1,Station Vault Container,Structures,Deployable Structures,Cargo Containers,Station Containers,
Station Warehouse Container Blueprint,Container Blueprints,100,10000000,1,1500,1,Station Warehouse Container,Structures,Deployable Structures,Cargo Containers,Station Containers,
Mobile Cynosural Beacon Blueprint,Mobile Cynosural Beacon Blueprint,10,100000000,1,12000,1,Mobile Cynosural Beacon,Structures,Deployable Structures,Mobile Cynosural Beacons,,
Mobile Cynosural Inhibitor Blueprint,Mobile Cynosural Inhibitor Blueprint,10,150000000,1,12000,1,Mobile Cynosural Inhibitor,Structures,Deployable Structures,Mobile Cynosural Inhibitors,,
Mobile Depot Blueprint,Mobile Depot Blueprint,10,1000000,1,12000,1,Mobile Depot,Structures,Deployable Structures,Mobile Depots,,
Wetu' Mobile Depot Blueprint,Mobile Depot Blueprint,10,1000000,1,12000,1,Wetu' Mobile Depot,Structures,Deployable Structures,Mobile Depots,,
Yurt' Mobile Depot Blueprint,Mobile Depot Blueprint,10,1000000,1,12000,1,Yurt' Mobile Depot,Structures,Deployable Structures,Mobile Depots,,
Mobile Micro Jump Unit Blueprint,Mobile Micro Jump Unit Blueprint,10,30000000,1,12000,1,Mobile Micro Jump Unit,Structures,Deployable Structures,Mobile Micro Jump Units,,
Mobile Scan Inhibitor Blueprint,Mobile Scan Inhibitor Blueprint,10,150000000,1,18000,1,Mobile Scan Inhibitor,Structures,Deployable Structures,Mobile Scan Inhibitors,,
Small Mobile Siphon Unit Blueprint,Mobile Siphon Unit Blueprint,10,100000000,1,12000,1,Small Mobile Siphon Unit,Structures,Deployable Structures,Mobile Siphon Units,,
Small Mobile 'Hybrid' Siphon Unit Blueprint,Mobile Siphon Unit Blueprint,10,100000000,1,12000,1,Small Mobile 'Hybrid' Siphon Unit,Structures,Deployable Structures,Mobile Siphon Units,,
Small Mobile 'Rote' Siphon Unit Blueprint,Mobile Siphon Unit Blueprint,10,120000000,1,12000,1,Small Mobile 'Rote' Siphon Unit,Structures,Deployable Structures,Mobile Siphon Units,,
Mobile Tractor Unit Blueprint,Mobile Tractor Unit Blueprint,30,30000000,1,6000,1,Mobile Tractor Unit,Structures,Deployable Structures,Mobile Tractor Units,,
Packrat' Mobile Tractor Unit Blueprint,Mobile Tractor Unit Blueprint,30,30000000,1,6000,1,Packrat' Mobile Tractor Unit,Structures,Deployable Structures,Mobile Tractor Units,,
Magpie' Mobile Tractor Unit Blueprint,Mobile Tractor Unit Blueprint,30,30000000,1,6000,1,Magpie' Mobile Tractor Unit,Structures,Deployable Structures,Mobile Tractor Units,,
Mobile Large Warp Disruptor II Blueprint,Mobile Warp Disruptor Blueprint,10,119764480,1,45000,1,Mobile Large Warp Disruptor II,Structures,Deployable Structures,Warp Disruption Fields,,
Mobile Medium Warp Disruptor II Blueprint,Mobile Warp Disruptor Blueprint,10,20000000000,1,30000,1,Mobile Medium Warp Disruptor II,Structures,Deployable Structures,Warp Disruption Fields,,
Mobile Small Warp Disruptor II Blueprint,Mobile Warp Disruptor Blueprint,10,20000000000,1,15000,1,Mobile Small Warp Disruptor II,Structures,Deployable Structures,Warp Disruption Fields,,
Mobile Small Warp Disruptor I Blueprint,Mobile Warp Disruptor Blueprint,100,7485280,1,1500,1,Mobile Small Warp Disruptor I,Structures,Deployable Structures,Warp Disruption Fields,,
Mobile Medium Warp Disruptor I Blueprint,Mobile Warp Disruptor Blueprint,60,29941120,1,3000,1,Mobile Medium Warp Disruptor I,Structures,Deployable Structures,Warp Disruption Fields,,
Mobile Large Warp Disruptor I Blueprint,Mobile Warp Disruptor Blueprint,40,119764480,1,4500,1,Mobile Large Warp Disruptor I,Structures,Deployable Structures,Warp Disruption Fields,,
Raitaru Blueprint,Structure Blueprints,2,4000000000,1,400000,1,Raitaru,Structures,Engineering Complexes,,,
Azbel Blueprint,Structure Blueprints,1,25000000000,1,1122000,1,Azbel,Structures,Engineering Complexes,,,
Sotiyo Blueprint,Structure Blueprints,1,100000000000,1,2300000,1,Sotiyo,Structures,Engineering Complexes,,,
Pharolux Cyno Beacon Blueprint,Structure Blueprints,2,6000000000,1,750000,1,Pharolux Cyno Beacon,Structures,Navigation Structures,,,
Ansiblex Jump Gate Blueprint,Structure Blueprints,2,12000000000,1,900000,1,Ansiblex Jump Gate,Structures,Navigation Structures,,,
Tenebrex Cyno Jammer Blueprint,Structure Blueprints,2,12000000000,1,900000,1,Tenebrex Cyno Jammer,Structures,Navigation Structures,,,
Athanor Blueprint,Structure Blueprints,2,5500000000,1,600000,1,Athanor,Structures,Refineries,,,
Tatara Blueprint,Structure Blueprints,1,40000000000,1,1300000,1,Tatara,Structures,Refineries,,,
Infrastructure Hub Blueprint,Sovereignty Structure Blueprint,1,500000000,1,120000,1,Infrastructure Hub,Structures,Sovereignty Structures,Infrastructure Hubs,,
Ore Prospecting Array 1 Blueprint,Infrastructure Upgrade Blueprint,3,250000000,1,60000,1,Ore Prospecting Array 1,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Ore Prospecting Array 2 Blueprint,Infrastructure Upgrade Blueprint,3,375000000,1,60000,1,Ore Prospecting Array 2,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Ore Prospecting Array 3 Blueprint,Infrastructure Upgrade Blueprint,3,500000000,1,60000,1,Ore Prospecting Array 3,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Ore Prospecting Array 4 Blueprint,Infrastructure Upgrade Blueprint,3,625000000,1,60000,1,Ore Prospecting Array 4,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Ore Prospecting Array 5 Blueprint,Infrastructure Upgrade Blueprint,3,1250000000,1,60000,1,Ore Prospecting Array 5,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Survey Networks 1 Blueprint,Infrastructure Upgrade Blueprint,3,250000000,1,60000,1,Survey Networks 1,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Survey Networks 2 Blueprint,Infrastructure Upgrade Blueprint,3,500000000,1,60000,1,Survey Networks 2,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Survey Networks 3 Blueprint,Infrastructure Upgrade Blueprint,3,750000000,1,60000,1,Survey Networks 3,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Survey Networks 4 Blueprint,Infrastructure Upgrade Blueprint,3,1000000000,1,60000,1,Survey Networks 4,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Survey Networks 5 Blueprint,Infrastructure Upgrade Blueprint,3,1250000000,1,60000,1,Survey Networks 5,Structures,Sovereignty Structures,Infrastructure Upgrades,Industrial Upgrades,
Quantum Flux Generator 3 Blueprint,Infrastructure Upgrade Blueprint,3,750000000,1,60000,1,Quantum Flux Generator 3,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Quantum Flux Generator 4 Blueprint,Infrastructure Upgrade Blueprint,3,1000000000,1,60000,1,Quantum Flux Generator 4,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Quantum Flux Generator 5 Blueprint,Infrastructure Upgrade Blueprint,3,1250000000,1,60000,1,Quantum Flux Generator 5,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Entrapment Array 1 Blueprint,Infrastructure Upgrade Blueprint,3,500000000,1,60000,1,Entrapment Array 1,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Entrapment Array 2 Blueprint,Infrastructure Upgrade Blueprint,3,1000000000,1,60000,1,Entrapment Array 2,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Entrapment Array 3 Blueprint,Infrastructure Upgrade Blueprint,3,1500000000,1,60000,1,Entrapment Array 3,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Entrapment Array 4 Blueprint,Infrastructure Upgrade Blueprint,3,2000000000,1,60000,1,Entrapment Array 4,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Entrapment Array 5 Blueprint,Infrastructure Upgrade Blueprint,3,2500000000,1,60000,1,Entrapment Array 5,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Pirate Detection Array 1 Blueprint,Infrastructure Upgrade Blueprint,3,250000000,1,60000,1,Pirate Detection Array 1,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Pirate Detection Array 2 Blueprint,Infrastructure Upgrade Blueprint,3,500000000,1,60000,1,Pirate Detection Array 2,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Pirate Detection Array 3 Blueprint,Infrastructure Upgrade Blueprint,3,1000000000,1,60000,1,Pirate Detection Array 3,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Pirate Detection Array 4 Blueprint,Infrastructure Upgrade Blueprint,3,1250000000,1,60000,1,Pirate Detection Array 4,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Pirate Detection Array 5 Blueprint,Infrastructure Upgrade Blueprint,3,1500000000,1,60000,1,Pirate Detection Array 5,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Quantum Flux Generator 1 Blueprint,Infrastructure Upgrade Blueprint,3,250000000,1,60000,1,Quantum Flux Generator 1,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Quantum Flux Generator 2 Blueprint,Infrastructure Upgrade Blueprint,3,500000000,1,60000,1,Quantum Flux Generator 2,Structures,Sovereignty Structures,Infrastructure Upgrades,Military Upgrades,
Advanced Logistics Network Blueprint,Infrastructure Upgrade Blueprint,3,1000000000,1,60000,1,Advanced Logistics Network,Structures,Sovereignty Structures,Infrastructure Upgrades,Strategic Upgrades,
Cynosural Navigation Blueprint,Infrastructure Upgrade Blueprint,3,500000000,1,60000,1,Cynosural Navigation,Structures,Sovereignty Structures,Infrastructure Upgrades,Strategic Upgrades,
Cynosural Suppression Blueprint,Infrastructure Upgrade Blueprint,3,1000000000,1,60000,1,Cynosural Suppression,Structures,Sovereignty Structures,Infrastructure Upgrades,Strategic Upgrades,
Supercapital Construction Facilities Blueprint,Infrastructure Upgrade Blueprint,3,375000000,1,60000,1,Supercapital Construction Facilities,Structures,Sovereignty Structures,Infrastructure Upgrades,Strategic Upgrades,
Territorial Claim Unit Blueprint,Sovereignty Structure Blueprint,3,250000000,1,60000,1,Territorial Claim Unit,Structures,Sovereignty Structures,Territorial Claim Units,,
Advanced Large Ship Assembly Array Blueprint,Starbase Blueprint,7,250000000,1,24000,1,Advanced Large Ship Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Advanced Medium Ship Assembly Array Blueprint,Starbase Blueprint,10,150000000,1,18000,1,Advanced Medium Ship Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Advanced Small Ship Assembly Array Blueprint,Starbase Blueprint,10,75000000,1,18000,1,Advanced Small Ship Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Ammunition Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,12000,1,Ammunition Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Supercapital Ship Assembly Array Blueprint,Starbase Blueprint,7,500000000,1,24000,1,Supercapital Ship Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Component Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,12000,1,Component Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Drone Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,12000,1,Drone Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Equipment Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,12000,1,Equipment Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Large Ship Assembly Array Blueprint,Starbase Blueprint,7,100000000,1,24000,1,Large Ship Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Medium Ship Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,18000,1,Medium Ship Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Rapid Equipment Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,18000,1,Rapid Equipment Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Small Ship Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,18000,1,Small Ship Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Subsystem Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,18000,1,Subsystem Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Capital Ship Assembly Array Blueprint,Starbase Blueprint,7,300000000,1,24000,1,Capital Ship Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Thukker Component Assembly Array Blueprint,Starbase Blueprint,10,50000000,1,12000,1,Thukker Component Assembly Array,Structures,Starbase Structures,Assembly Arrays,,
Compression Array Blueprint,Starbase Blueprint,10,50000000,1,18000,1,Compression Array,Structures,Starbase Structures,Compression Array,,
Amarr Control Tower Blueprint,Starbase - Control Tower Blueprints,2,500000000,1,90000,1,Amarr Control Tower,Structures,Starbase Structures,Control Towers,,
Amarr Control Tower Medium Blueprint,Starbase - Control Tower Blueprints,3,250000000,1,60000,1,Amarr Control Tower Medium,Structures,Starbase Structures,Control Towers,,
Amarr Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,125000000,1,30000,1,Amarr Control Tower Small,Structures,Starbase Structures,Control Towers,,
Caldari Control Tower Blueprint,Starbase - Control Tower Blueprints,2,500000000,1,90000,1,Caldari Control Tower,Structures,Starbase Structures,Control Towers,,
Caldari Control Tower Medium Blueprint,Starbase - Control Tower Blueprints,3,250000000,1,60000,1,Caldari Control Tower Medium,Structures,Starbase Structures,Control Towers,,
Caldari Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,125000000,1,30000,1,Caldari Control Tower Small,Structures,Starbase Structures,Control Towers,,
Gallente Control Tower Blueprint,Starbase - Control Tower Blueprints,2,500000000,1,90000,1,Gallente Control Tower,Structures,Starbase Structures,Control Towers,,
Gallente Control Tower Medium Blueprint,Starbase - Control Tower Blueprints,3,250000000,1,60000,1,Gallente Control Tower Medium,Structures,Starbase Structures,Control Towers,,
Gallente Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,125000000,1,30000,1,Gallente Control Tower Small,Structures,Starbase Structures,Control Towers,,
Minmatar Control Tower Blueprint,Starbase - Control Tower Blueprints,2,500000000,1,90000,1,Minmatar Control Tower,Structures,Starbase Structures,Control Towers,,
Minmatar Control Tower Medium Blueprint,Starbase - Control Tower Blueprints,3,250000000,1,60000,1,Minmatar Control Tower Medium,Structures,Starbase Structures,Control Towers,,
Minmatar Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,125000000,1,30000,1,Minmatar Control Tower Small,Structures,Starbase Structures,Control Towers,,
Angel Control Tower Blueprint,Starbase - Control Tower Blueprints,2,NULL,1,90000,1,Angel Control Tower,Structures,Starbase Structures,Control Towers,,
Angel Control Tower Medium Blueprint,Starbase - Control Tower Blueprints,3,NULL,1,60000,1,Angel Control Tower Medium,Structures,Starbase Structures,Control Towers,,
Angel Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,NULL,1,30000,1,Angel Control Tower Small,Structures,Starbase Structures,Control Towers,,
Blood Control Tower Blueprint,Starbase - Control Tower Blueprints,2,NULL,1,90000,1,Blood Control Tower,Structures,Starbase Structures,Control Towers,,
Blood Control Tower Medium Blueprint,Starbase - Control Tower Blueprints,3,NULL,1,60000,1,Blood Control Tower Medium,Structures,Starbase Structures,Control Towers,,
Blood Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,NULL,1,30000,1,Blood Control Tower Small,Structures,Starbase Structures,Control Towers,,
Dark Blood Control Tower Blueprint,Starbase - Control Tower Blueprints,2,NULL,1,90000,1,Dark Blood Control Tower,Structures,Starbase Structures,Control Towers,,
Dark Blood Control Tower Medium Blueprint,Starbase - Control Tower Blueprints,3,NULL,1,60000,1,Dark Blood Control Tower Medium,Structures,Starbase Structures,Control Towers,,
Dark Blood Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,NULL,1,30000,1,Dark Blood Control Tower Small,Structures,Starbase Structures,Control Towers,,
Domination Control Tower Medium Blueprint,Starbase - Control Tower Blueprints,3,NULL,1,60000,1,Domination Control Tower Medium,Structures,Starbase Structures,Control Towers,,
Domination Control Tower Blueprint,Starbase - Control Tower Blueprints,2,NULL,1,90000,1,Domination Control Tower,Structures,Starbase Structures,Control Towers,,
Domination Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,NULL,1,30000,1,Domination Control Tower Small,Structures,Starbase Structures,Control Towers,,
Guristas Control Tower Small Blueprint,Starbase - Control Tower Blueprints,6,NULL,1,30000,1,Guristas Control Tower Small,Structures,Starbase Structures,Control Towers,,
